Shift LUT?,Intercept SE, Slope SE, Ex LUT Interpolation, Em LUT Interpolation,Ex LUT Split, Em LUT Split, Constant Diode, 310 nm, 320 nm, 330 nm, 340 nm
False,none,none,cubic,linear,odd,even,True,410,0.611089484211,0.327586168567,0.47961698597,0.517723266378
False,none,none,cubic,linear,odd,even,True,420,0.611089484211,0.197301425691,0.362625851481,0.442177195754
False,none,none,cubic,linear,odd,odd,False,350,0.610804758156,0.541629960576,0.61943898726,0.583262073658
False,none,none,cubic,linear,odd,odd,False,360,0.610804758156,0.54126108137,0.625396772081,0.584514101405
False,none,none,cubic,linear,odd,odd,False,370,0.610804758156,0.559485633404,0.628757654649,0.593639553917
False,none,none,cubic,linear,odd,odd,False,380,0.610804758156,0.556047249943,0.643744688223,0.610669184387
False,none,none,cubic,linear,odd,odd,False,390,0.610804758156,0.511381082816,0.634094759478,0.602560973062
False,none,none,cubic,linear,odd,odd,False,400,0.610804758156,0.481916699939,0.574127144833,0.562232268473
False,none,none,cubic,linear,odd,odd,False,410,0.610804758156,0.329733800211,0.476060964498,0.515387595939
False,none,none,cubic,linear,odd,odd,False,420,0.610804758156,0.199746494782,0.360836096399,0.441813735234
False,none,none,cubic,linear,odd,odd,True,350,0.596862327095,0.547694360021,0.628249037321,0.580822857791
False,none,none,cubic,linear,odd,odd,True,360,0.596862327095,0.547488427837,0.634028485374,0.581581436393
False,none,none,cubic,linear,odd,odd,True,370,0.596862327095,0.566663108887,0.637084724714,0.590058417646
False,none,none,cubic,linear,odd,odd,True,380,0.596862327095,0.563304581417,0.652070605185,0.606413406374
False,none,none,cubic,linear,odd,odd,True,390,0.596862327095,0.514605897937,0.641612831017,0.597334946861
False,none,none,cubic,linear,odd,odd,True,400,0.596862327095,0.48068354224,0.579779682303,0.557190194996
False,none,none,cubic,linear,odd,odd,True,410,0.596862327095,0.326399508699,0.47976926793,0.512022945661
False,none,none,cubic,linear,odd,odd,True,420,0.596862327095,0.195365663167,0.362802136577,0.437687220083
False,none,none,cubic,slinear,none,none,False,350,0.616531612573,0.544903053679,0.622782631247,0.588686567545
False,none,none,cubic,slinear,none,none,False,360,0.616531612573,0.544402951482,0.628552840263,0.58974882201
False,none,none,cubic,slinear,none,none,False,370,0.616531612573,0.562818423735,0.632046550499,0.599000084547
False,none,none,cubic,slinear,none,none,False,380,0.616531612573,0.559421476797,0.647043043368,0.616100404451
False,none,none,cubic,slinear,none,none,False,390,0.616531612573,0.514496239559,0.637187603247,0.607727055337
False,none,none,cubic,slinear,none,none,False,400,0.616531612573,0.484936960052,0.576770743017,0.566889304469
False,none,none,cubic,slinear,none,none,False,410,0.616531612573,0.332105407434,0.477996098548,0.519317254943
False,none,none,cubic,slinear,none,none,False,420,0.616531612573,0.202027662327,0.362379931549,0.445013787363
False,none,none,cubic,slinear,none,none,True,350,0.602464950415,0.551011980813,0.631650358767,0.586234703723
False,none,none,cubic,slinear,none,none,True,360,0.602464950415,0.550671947988,0.637239356695,0.586801166928
False,none,none,cubic,slinear,none,none,True,370,0.602464950415,0.570043892517,0.640428090308,0.595396383734
False,none,none,cubic,slinear,none,none,True,380,0.602464950415,0.566727403657,0.655422960977,0.611815667403
False,none,none,cubic,slinear,none,none,True,390,0.602464950415,0.517742383437,0.644753548449,0.602464229396
False,none,none,cubic,slinear,none,none,True,400,0.602464950415,0.483702460131,0.582462046719,0.561813590895
False,none,none,cubic,slinear,none,none,True,410,0.602464950415,0.328754791149,0.481732907879,0.515935974208
False,none,none,cubic,slinear,none,none,True,420,0.602464950415,0.197616160493,0.36437042139,0.440867304399
False,none,none,cubic,slinear,none,even,False,350,0.62533709305,0.542825179831,0.620805443842,0.591426941645
False,none,none,cubic,slinear,none,even,False,360,0.62533709305,0.542376172318,0.626558822147,0.592503179793
False,none,none,cubic,slinear,none,even,False,370,0.62533709305,0.560695488673,0.630003882306,0.60176134475
False,none,none,cubic,slinear,none,even,False,380,0.62533709305,0.557343082366,0.644845121759,0.618848809542
False,none,none,cubic,slinear,none,even,False,390,0.62533709305,0.512567002456,0.63489044041,0.610296701804
False,none,none,cubic,slinear,none,even,False,400,0.62533709305,0.483182155902,0.57461154322,0.569179140944
False,none,none,cubic,slinear,none,even,False,410,0.62533709305,0.330926221267,0.475893016051,0.521118258158
False,none,none,cubic,slinear,none,even,False,420,0.62533709305,0.201698387332,0.360638451374,0.446335251896
False,none,none,cubic,slinear,none,even,True,350,0.611089484211,0.548907748765,0.629645598967,0.588963703346
False,none,none,cubic,slinear,none,even,True,360,0.611089484211,0.548617089476,0.6352194079,0.58954323595
False,none,none,cubic,slinear,none,even,True,370,0.611089484211,0.567889482976,0.638359567795,0.598141140626
False,none,none,cubic,slinear,none,even,True,380,0.611089484211,0.564618056082,0.653197518433,0.614543573825
False,none,none,cubic,slinear,none,even,True,390,0.611089484211,0.515795593255,0.642430194903,0.605009690417
False,none,none,cubic,slinear,none,even,True,400,0.611089484211,0.48195179321,0.580285146507,0.564080744037
False,none,none,cubic,slinear,none,even,True,410,0.611089484211,0.327586168567,0.47961698597,0.517723266378
False,none,none,cubic,slinear,none,even,True,420,0.611089484211,0.197301425691,0.362625851481,0.442177195754
False,none,none,cubic,slinear,none,odd,False,350,0.610804758156,0.541629960576,0.61943898726,0.583262073658
False,none,none,cubic,slinear,none,odd,False,360,0.610804758156,0.54126108137,0.625396772081,0.584514101405
False,none,none,cubic,slinear,none,odd,False,370,0.610804758156,0.559485633404,0.628757654649,0.593639553917
False,none,none,cubic,slinear,none,odd,False,380,0.610804758156,0.556047249943,0.643744688223,0.610669184387
False,none,none,cubic,slinear,none,odd,False,390,0.610804758156,0.511381082816,0.634094759478,0.602560973062
False,none,none,cubic,slinear,none,odd,False,400,0.610804758156,0.481916699939,0.574127144833,0.562232268473
False,none,none,cubic,slinear,none,odd,False,410,0.610804758156,0.329733800211,0.476060964498,0.515387595939
False,none,none,cubic,slinear,none,odd,False,420,0.610804758156,0.199746494782,0.360836096399,0.441813735234
False,none,none,cubic,slinear,none,odd,True,350,0.596862327095,0.547694360021,0.628249037321,0.580822857791
False,none,none,cubic,slinear,none,odd,True,360,0.596862327095,0.547488427837,0.634028485374,0.581581436393
False,none,none,cubic,slinear,none,odd,True,370,0.596862327095,0.566663108887,0.637084724714,0.590058417646
False,none,none,cubic,slinear,none,odd,True,380,0.596862327095,0.563304581417,0.652070605185,0.606413406374
False,none,none,cubic,slinear,none,odd,True,390,0.596862327095,0.514605897937,0.641612831017,0.597334946861
False,none,none,cubic,slinear,none,odd,True,400,0.596862327095,0.48068354224,0.579779682303,0.557190194996
False,none,none,cubic,slinear,none,odd,True,410,0.596862327095,0.326399508699,0.47976926793,0.512022945661
False,none,none,cubic,slinear,none,odd,True,420,0.596862327095,0.195365663167,0.362802136577,0.437687220083
False,none,none,cubic,slinear,even,none,False,350,0.616531612573,0.544903053679,0.622782631247,0.588686567545
False,none,none,cubic,slinear,even,none,False,360,0.616531612573,0.544402951482,0.628552840263,0.58974882201
False,none,none,cubic,slinear,even,none,False,370,0.616531612573,0.562818423735,0.632046550499,0.599000084547
False,none,none,cubic,slinear,even,none,False,380,0.616531612573,0.559421476797,0.647043043368,0.616100404451
False,none,none,cubic,slinear,even,none,False,390,0.616531612573,0.514496239559,0.637187603247,0.607727055337
False,none,none,cubic,slinear,even,none,False,400,0.616531612573,0.484936960052,0.576770743017,0.566889304469
False,none,none,cubic,slinear,even,none,False,410,0.616531612573,0.332105407434,0.477996098548,0.519317254943
False,none,none,cubic,slinear,even,none,False,420,0.616531612573,0.202027662327,0.362379931549,0.445013787363
False,none,none,cubic,slinear,even,none,True,350,0.602464950415,0.551011980813,0.631650358767,0.586234703723
False,none,none,cubic,slinear,even,none,True,360,0.602464950415,0.550671947988,0.637239356695,0.586801166928
False,none,none,cubic,slinear,even,none,True,370,0.602464950415,0.570043892517,0.640428090308,0.595396383734
False,none,none,cubic,slinear,even,none,True,380,0.602464950415,0.566727403657,0.655422960977,0.611815667403
False,none,none,cubic,slinear,even,none,True,390,0.602464950415,0.517742383437,0.644753548449,0.602464229396
False,none,none,cubic,slinear,even,none,True,400,0.602464950415,0.483702460131,0.582462046719,0.561813590895
False,none,none,cubic,slinear,even,none,True,410,0.602464950415,0.328754791149,0.481732907879,0.515935974208
False,none,none,cubic,slinear,even,none,True,420,0.602464950415,0.197616160493,0.36437042139,0.440867304399
False,none,none,cubic,slinear,even,even,False,350,0.62533709305,0.542825179831,0.620805443842,0.591426941645
False,none,none,cubic,slinear,even,even,False,360,0.62533709305,0.542376172318,0.626558822147,0.592503179793
False,none,none,cubic,slinear,even,even,False,370,0.62533709305,0.560695488673,0.630003882306,0.60176134475
False,none,none,cubic,slinear,even,even,False,380,0.62533709305,0.557343082366,0.644845121759,0.618848809542
False,none,none,cubic,slinear,even,even,False,390,0.62533709305,0.512567002456,0.63489044041,0.610296701804
False,none,none,cubic,slinear,even,even,False,400,0.62533709305,0.483182155902,0.57461154322,0.569179140944
False,none,none,cubic,slinear,even,even,False,410,0.62533709305,0.330926221267,0.475893016051,0.521118258158
False,none,none,cubic,slinear,even,even,False,420,0.62533709305,0.201698387332,0.360638451374,0.446335251896
False,none,none,cubic,slinear,even,even,True,350,0.611089484211,0.548907748765,0.629645598967,0.588963703346
False,none,none,cubic,slinear,even,even,True,360,0.611089484211,0.548617089476,0.6352194079,0.58954323595
False,none,none,cubic,slinear,even,even,True,370,0.611089484211,0.567889482976,0.638359567795,0.598141140626
False,none,none,cubic,slinear,even,even,True,380,0.611089484211,0.564618056082,0.653197518433,0.614543573825
False,none,none,cubic,slinear,even,even,True,390,0.611089484211,0.515795593255,0.642430194903,0.605009690417
False,none,none,cubic,slinear,even,even,True,400,0.611089484211,0.48195179321,0.580285146507,0.564080744037
False,none,none,cubic,slinear,even,even,True,410,0.611089484211,0.327586168567,0.47961698597,0.517723266378
False,none,none,cubic,slinear,even,even,True,420,0.611089484211,0.197301425691,0.362625851481,0.442177195754
False,none,none,cubic,slinear,even,odd,False,350,0.610804758156,0.541629960576,0.61943898726,0.583262073658
False,none,none,cubic,slinear,even,odd,False,360,0.610804758156,0.54126108137,0.625396772081,0.584514101405
False,none,none,cubic,slinear,even,odd,False,370,0.610804758156,0.559485633404,0.628757654649,0.593639553917
False,none,none,cubic,slinear,even,odd,False,380,0.610804758156,0.556047249943,0.643744688223,0.610669184387
False,none,none,cubic,slinear,even,odd,False,390,0.610804758156,0.511381082816,0.634094759478,0.602560973062
False,none,none,cubic,slinear,even,odd,False,400,0.610804758156,0.481916699939,0.574127144833,0.562232268473
False,none,none,cubic,slinear,even,odd,False,410,0.610804758156,0.329733800211,0.476060964498,0.515387595939
False,none,none,cubic,slinear,even,odd,False,420,0.610804758156,0.199746494782,0.360836096399,0.441813735234
False,none,none,cubic,slinear,even,odd,True,350,0.596862327095,0.547694360021,0.628249037321,0.580822857791
False,none,none,cubic,slinear,even,odd,True,360,0.596862327095,0.547488427837,0.634028485374,0.581581436393
False,none,none,cubic,slinear,even,odd,True,370,0.596862327095,0.566663108887,0.637084724714,0.590058417646
False,none,none,cubic,slinear,even,odd,True,380,0.596862327095,0.563304581417,0.652070605185,0.606413406374
False,none,none,cubic,slinear,even,odd,True,390,0.596862327095,0.514605897937,0.641612831017,0.597334946861
False,none,none,cubic,slinear,even,odd,True,400,0.596862327095,0.48068354224,0.579779682303,0.557190194996
False,none,none,cubic,slinear,even,odd,True,410,0.596862327095,0.326399508699,0.47976926793,0.512022945661
False,none,none,cubic,slinear,even,odd,True,420,0.596862327095,0.195365663167,0.362802136577,0.437687220083
False,none,none,cubic,slinear,odd,none,False,350,0.616531612573,0.544903053679,0.622782631247,0.588686567545
False,none,none,cubic,slinear,odd,none,False,360,0.616531612573,0.544402951482,0.628552840263,0.58974882201
False,none,none,cubic,slinear,odd,none,False,370,0.616531612573,0.562818423735,0.632046550499,0.599000084547
False,none,none,cubic,slinear,odd,none,False,380,0.616531612573,0.559421476797,0.647043043368,0.616100404451
False,none,none,cubic,slinear,odd,none,False,390,0.616531612573,0.514496239559,0.637187603247,0.607727055337
False,none,none,cubic,slinear,odd,none,False,400,0.616531612573,0.484936960052,0.576770743017,0.566889304469
False,none,none,cubic,slinear,odd,none,False,410,0.616531612573,0.332105407434,0.477996098548,0.519317254943
False,none,none,cubic,slinear,odd,none,False,420,0.616531612573,0.202027662327,0.362379931549,0.445013787363
False,none,none,cubic,slinear,odd,none,True,350,0.602464950415,0.551011980813,0.631650358767,0.586234703723
False,none,none,cubic,slinear,odd,none,True,360,0.602464950415,0.550671947988,0.637239356695,0.586801166928
False,none,none,cubic,slinear,odd,none,True,370,0.602464950415,0.570043892517,0.640428090308,0.595396383734
False,none,none,cubic,slinear,odd,none,True,380,0.602464950415,0.566727403657,0.655422960977,0.611815667403
False,none,none,cubic,slinear,odd,none,True,390,0.602464950415,0.517742383437,0.644753548449,0.602464229396
False,none,none,cubic,slinear,odd,none,True,400,0.602464950415,0.483702460131,0.582462046719,0.561813590895
False,none,none,cubic,slinear,odd,none,True,410,0.602464950415,0.328754791149,0.481732907879,0.515935974208
False,none,none,cubic,slinear,odd,none,True,420,0.602464950415,0.197616160493,0.36437042139,0.440867304399
False,none,none,cubic,slinear,odd,even,False,350,0.62533709305,0.542825179831,0.620805443842,0.591426941645
False,none,none,cubic,slinear,odd,even,False,360,0.62533709305,0.542376172318,0.626558822147,0.592503179793
False,none,none,cubic,slinear,odd,even,False,370,0.62533709305,0.560695488673,0.630003882306,0.60176134475
False,none,none,cubic,slinear,odd,even,False,380,0.62533709305,0.557343082366,0.644845121759,0.618848809542
False,none,none,cubic,slinear,odd,even,False,390,0.62533709305,0.512567002456,0.63489044041,0.610296701804
False,none,none,cubic,slinear,odd,even,False,400,0.62533709305,0.483182155902,0.57461154322,0.569179140944
False,none,none,cubic,slinear,odd,even,False,410,0.62533709305,0.330926221267,0.475893016051,0.521118258158
False,none,none,cubic,slinear,odd,even,False,420,0.62533709305,0.201698387332,0.360638451374,0.446335251896
False,none,none,cubic,slinear,odd,even,True,350,0.611089484211,0.548907748765,0.629645598967,0.588963703346
False,none,none,cubic,slinear,odd,even,True,360,0.611089484211,0.548617089476,0.6352194079,0.58954323595
False,none,none,cubic,slinear,odd,even,True,370,0.611089484211,0.567889482976,0.638359567795,0.598141140626
False,none,none,cubic,slinear,odd,even,True,380,0.611089484211,0.564618056082,0.653197518433,0.614543573825
False,none,none,cubic,slinear,odd,even,True,390,0.611089484211,0.515795593255,0.642430194903,0.605009690417
False,none,none,cubic,slinear,odd,even,True,400,0.611089484211,0.48195179321,0.580285146507,0.564080744037
False,none,none,cubic,slinear,odd,even,True,410,0.611089484211,0.327586168567,0.47961698597,0.517723266378
False,none,none,cubic,slinear,odd,even,True,420,0.611089484211,0.197301425691,0.362625851481,0.442177195754
False,none,none,cubic,slinear,odd,odd,False,350,0.610804758156,0.541629960576,0.61943898726,0.583262073658
False,none,none,cubic,slinear,odd,odd,False,360,0.610804758156,0.54126108137,0.625396772081,0.584514101405
False,none,none,cubic,slinear,odd,odd,False,370,0.610804758156,0.559485633404,0.628757654649,0.593639553917
False,none,none,cubic,slinear,odd,odd,False,380,0.610804758156,0.556047249943,0.643744688223,0.610669184387
False,none,none,cubic,slinear,odd,odd,False,390,0.610804758156,0.511381082816,0.634094759478,0.602560973062
False,none,none,cubic,slinear,odd,odd,False,400,0.610804758156,0.481916699939,0.574127144833,0.562232268473
False,none,none,cubic,slinear,odd,odd,False,410,0.610804758156,0.329733800211,0.476060964498,0.515387595939
False,none,none,cubic,slinear,odd,odd,False,420,0.610804758156,0.199746494782,0.360836096399,0.441813735234
False,none,none,cubic,slinear,odd,odd,True,350,0.596862327095,0.547694360021,0.628249037321,0.580822857791
False,none,none,cubic,slinear,odd,odd,True,360,0.596862327095,0.547488427837,0.634028485374,0.581581436393
False,none,none,cubic,slinear,odd,odd,True,370,0.596862327095,0.566663108887,0.637084724714,0.590058417646
False,none,none,cubic,slinear,odd,odd,True,380,0.596862327095,0.563304581417,0.652070605185,0.606413406374
False,none,none,cubic,slinear,odd,odd,True,390,0.596862327095,0.514605897937,0.641612831017,0.597334946861
False,none,none,cubic,slinear,odd,odd,True,400,0.596862327095,0.48068354224,0.579779682303,0.557190194996
False,none,none,cubic,slinear,odd,odd,True,410,0.596862327095,0.326399508699,0.47976926793,0.512022945661
False,none,none,cubic,slinear,odd,odd,True,420,0.596862327095,0.195365663167,0.362802136577,0.437687220083
False,none,none,cubic,quadratic,none,none,False,350,0.615656751089,0.545771326953,0.62372729228,0.589112957928
False,none,none,cubic,quadratic,none,none,False,360,0.615656751089,0.545241523926,0.629460742174,0.590134589179
False,none,none,cubic,quadratic,none,none,False,370,0.615656751089,0.563677644347,0.632955561804,0.599373991762
False,none,none,cubic,quadratic,none,none,False,380,0.615656751089,0.56028392246,0.64797709826,0.616486108902
False,none,none,cubic,quadratic,none,none,False,390,0.615656751089,0.515289308523,0.638097033746,0.608101819033
False,none,none,cubic,quadratic,none,none,False,400,0.615656751089,0.485706012287,0.577608095217,0.567272094364
False,none,none,cubic,quadratic,none,none,False,410,0.615656751089,0.332705594629,0.478719678345,0.519705564501
False,none,none,cubic,quadratic,none,none,False,420,0.615656751089,0.202473805003,0.362960815481,0.44535972836
False,none,none,cubic,quadratic,none,none,True,350,0.601611194966,0.551891303881,0.632609456634,0.586660919029
False,none,none,cubic,quadratic,none,none,True,360,0.601611194966,0.551521376576,0.638160846086,0.587186614583
False,none,none,cubic,quadratic,none,none,True,370,0.601611194966,0.570915240643,0.641350257709,0.59576963778
False,none,none,cubic,quadratic,none,none,True,380,0.601611194966,0.567601932266,0.656370310277,0.612200364483
False,none,none,cubic,quadratic,none,none,True,390,0.601611194966,0.518541174389,0.64567499862,0.602837484639
False,none,none,cubic,quadratic,none,none,True,400,0.601611194966,0.484470131698,0.583308731287,0.562194774629
False,none,none,cubic,quadratic,none,none,True,410,0.601611194966,0.329350060174,0.482463374053,0.51632351399
False,none,none,cubic,quadratic,none,none,True,420,0.601611194966,0.198054483027,0.364955758126,0.441211395113
False,none,none,cubic,quadratic,none,even,False,350,0.624860121902,0.545502590286,0.623136637547,0.592554554907
False,none,none,cubic,quadratic,none,even,False,360,0.624860121902,0.545071449012,0.628896692472,0.593626698699
False,none,none,cubic,quadratic,none,even,False,370,0.624860121902,0.56345942921,0.632328207452,0.602876771476
False,none,none,cubic,quadratic,none,even,False,380,0.624860121902,0.560101039911,0.647213620476,0.619985022522
False,none,none,cubic,quadratic,none,even,False,390,0.624860121902,0.515106485932,0.637205468908,0.611394576743
False,none,none,cubic,quadratic,none,even,False,400,0.624860121902,0.485604621904,0.576673964386,0.570173751086
False,none,none,cubic,quadratic,none,even,False,410,0.624860121902,0.332681144588,0.477578049566,0.521998602835
False,none,none,cubic,quadratic,none,even,False,420,0.624860121902,0.202934797539,0.361927862205,0.447065896514
False,none,none,cubic,quadratic,none,even,True,350,0.610623623965,0.551619961372,0.632013960657,0.590090588672
False,none,none,cubic,quadratic,none,even,True,360,0.610623623965,0.551348033001,0.63759401085,0.590665550265
False,none,none,cubic,quadratic,none,even,True,370,0.610623623965,0.570693474272,0.640719427886,0.599254451333
False,none,none,cubic,quadratic,none,even,True,380,0.610623623965,0.567416425561,0.655601579774,0.615676614057
False,none,none,cubic,quadratic,none,even,True,390,0.610623623965,0.518353779436,0.644777326889,0.606102401639
False,none,none,cubic,quadratic,none,even,True,400,0.610623623965,0.484370742519,0.58237219479,0.565070743842
False,none,none,cubic,quadratic,none,even,True,410,0.610623623965,0.329326397418,0.481319385141,0.518601377079
False,none,none,cubic,quadratic,none,even,True,420,0.610623623965,0.198515600359,0.36392647892,0.442904240319
False,none,none,cubic,quadratic,none,odd,False,350,0.609269587376,0.545607358536,0.622845358019,0.584741691447
False,none,none,cubic,quadratic,none,odd,False,360,0.609269587376,0.545249290781,0.628847042365,0.586014148285
False,none,none,cubic,quadratic,none,odd,False,370,0.609269587376,0.56363133373,0.632259996114,0.595191319221
False,none,none,cubic,quadratic,none,odd,False,380,0.609269587376,0.560202707827,0.647393895021,0.612336564118
False,none,none,cubic,quadratic,none,odd,False,390,0.609269587376,0.515205582085,0.63771742878,0.604236605599
False,none,none,cubic,quadratic,none,odd,False,400,0.609269587376,0.485618421377,0.577482550924,0.563864598603
False,none,none,cubic,quadratic,none,odd,False,410,0.609269587376,0.332374443832,0.478975821561,0.517029471691
False,none,none,cubic,quadratic,none,odd,False,420,0.609269587376,0.201472213576,0.363212332962,0.443430512082
False,none,none,cubic,quadratic,none,odd,True,350,0.595365477404,0.551725972886,0.631711898607,0.582301944408
False,none,none,cubic,quadratic,none,odd,True,360,0.595365477404,0.551532345518,0.637534542778,0.583079869736
False,none,none,cubic,quadratic,none,odd,True,370,0.595365477404,0.570871759505,0.640641971401,0.591607375912
False,none,none,cubic,quadratic,none,odd,True,380,0.595365477404,0.567523935764,0.655775636191,0.608075788934
False,none,none,cubic,quadratic,none,odd,True,390,0.595365477404,0.518461687601,0.64528636651,0.599002074517
False,none,none,cubic,quadratic,none,odd,True,400,0.595365477404,0.484381556148,0.583174246445,0.558813110844
False,none,none,cubic,quadratic,none,odd,True,410,0.595365477404,0.32901690608,0.482710967572,0.513657894338
False,none,none,cubic,quadratic,none,odd,True,420,0.595365477404,0.197054499149,0.365192484515,0.439290021015
False,none,none,cubic,quadratic,even,none,False,350,0.615656751089,0.545771326953,0.62372729228,0.589112957928
False,none,none,cubic,quadratic,even,none,False,360,0.615656751089,0.545241523926,0.629460742174,0.590134589179
False,none,none,cubic,quadratic,even,none,False,370,0.615656751089,0.563677644347,0.632955561804,0.599373991762
False,none,none,cubic,quadratic,even,none,False,380,0.615656751089,0.56028392246,0.64797709826,0.616486108902
False,none,none,cubic,quadratic,even,none,False,390,0.615656751089,0.515289308523,0.638097033746,0.608101819033
False,none,none,cubic,quadratic,even,none,False,400,0.615656751089,0.485706012287,0.577608095217,0.567272094364
False,none,none,cubic,quadratic,even,none,False,410,0.615656751089,0.332705594629,0.478719678345,0.519705564501
False,none,none,cubic,quadratic,even,none,False,420,0.615656751089,0.202473805003,0.362960815481,0.44535972836
False,none,none,cubic,quadratic,even,none,True,350,0.601611194966,0.551891303881,0.632609456634,0.586660919029
False,none,none,cubic,quadratic,even,none,True,360,0.601611194966,0.551521376576,0.638160846086,0.587186614583
False,none,none,cubic,quadratic,even,none,True,370,0.601611194966,0.570915240643,0.641350257709,0.59576963778
False,none,none,cubic,quadratic,even,none,True,380,0.601611194966,0.567601932266,0.656370310277,0.612200364483
False,none,none,cubic,quadratic,even,none,True,390,0.601611194966,0.518541174389,0.64567499862,0.602837484639
False,none,none,cubic,quadratic,even,none,True,400,0.601611194966,0.484470131698,0.583308731287,0.562194774629
False,none,none,cubic,quadratic,even,none,True,410,0.601611194966,0.329350060174,0.482463374053,0.51632351399
False,none,none,cubic,quadratic,even,none,True,420,0.601611194966,0.198054483027,0.364955758126,0.441211395113
False,none,none,cubic,quadratic,even,even,False,350,0.624860121902,0.545502590286,0.623136637547,0.592554554907
False,none,none,cubic,quadratic,even,even,False,360,0.624860121902,0.545071449012,0.628896692472,0.593626698699
False,none,none,cubic,quadratic,even,even,False,370,0.624860121902,0.56345942921,0.632328207452,0.602876771476
False,none,none,cubic,quadratic,even,even,False,380,0.624860121902,0.560101039911,0.647213620476,0.619985022522
False,none,none,cubic,quadratic,even,even,False,390,0.624860121902,0.515106485932,0.637205468908,0.611394576743
False,none,none,cubic,quadratic,even,even,False,400,0.624860121902,0.485604621904,0.576673964386,0.570173751086
False,none,none,cubic,quadratic,even,even,False,410,0.624860121902,0.332681144588,0.477578049566,0.521998602835
False,none,none,cubic,quadratic,even,even,False,420,0.624860121902,0.202934797539,0.361927862205,0.447065896514
False,none,none,cubic,quadratic,even,even,True,350,0.610623623965,0.551619961372,0.632013960657,0.590090588672
False,none,none,cubic,quadratic,even,even,True,360,0.610623623965,0.551348033001,0.63759401085,0.590665550265
False,none,none,cubic,quadratic,even,even,True,370,0.610623623965,0.570693474272,0.640719427886,0.599254451333
False,none,none,cubic,quadratic,even,even,True,380,0.610623623965,0.567416425561,0.655601579774,0.615676614057
False,none,none,cubic,quadratic,even,even,True,390,0.610623623965,0.518353779436,0.644777326889,0.606102401639
False,none,none,cubic,quadratic,even,even,True,400,0.610623623965,0.484370742519,0.58237219479,0.565070743842
False,none,none,cubic,quadratic,even,even,True,410,0.610623623965,0.329326397418,0.481319385141,0.518601377079
False,none,none,cubic,quadratic,even,even,True,420,0.610623623965,0.198515600359,0.36392647892,0.442904240319
False,none,none,cubic,quadratic,even,odd,False,350,0.609269587376,0.545607358536,0.622845358019,0.584741691447
False,none,none,cubic,quadratic,even,odd,False,360,0.609269587376,0.545249290781,0.628847042365,0.586014148285
False,none,none,cubic,quadratic,even,odd,False,370,0.609269587376,0.56363133373,0.632259996114,0.595191319221
False,none,none,cubic,quadratic,even,odd,False,380,0.609269587376,0.560202707827,0.647393895021,0.612336564118
False,none,none,cubic,quadratic,even,odd,False,390,0.609269587376,0.515205582085,0.63771742878,0.604236605599
False,none,none,cubic,quadratic,even,odd,False,400,0.609269587376,0.485618421377,0.577482550924,0.563864598603
False,none,none,cubic,quadratic,even,odd,False,410,0.609269587376,0.332374443832,0.478975821561,0.517029471691
False,none,none,cubic,quadratic,even,odd,False,420,0.609269587376,0.201472213576,0.363212332962,0.443430512082
False,none,none,cubic,quadratic,even,odd,True,350,0.595365477404,0.551725972886,0.631711898607,0.582301944408
False,none,none,cubic,quadratic,even,odd,True,360,0.595365477404,0.551532345518,0.637534542778,0.583079869736
False,none,none,cubic,quadratic,even,odd,True,370,0.595365477404,0.570871759505,0.640641971401,0.591607375912
False,none,none,cubic,quadratic,even,odd,True,380,0.595365477404,0.567523935764,0.655775636191,0.608075788934
False,none,none,cubic,quadratic,even,odd,True,390,0.595365477404,0.518461687601,0.64528636651,0.599002074517
False,none,none,cubic,quadratic,even,odd,True,400,0.595365477404,0.484381556148,0.583174246445,0.558813110844
False,none,none,cubic,quadratic,even,odd,True,410,0.595365477404,0.32901690608,0.482710967572,0.513657894338
False,none,none,cubic,quadratic,even,odd,True,420,0.595365477404,0.197054499149,0.365192484515,0.439290021015
False,none,none,cubic,quadratic,odd,none,False,350,0.615656751089,0.545771326953,0.62372729228,0.589112957928
False,none,none,cubic,quadratic,odd,none,False,360,0.615656751089,0.545241523926,0.629460742174,0.590134589179
False,none,none,cubic,quadratic,odd,none,False,370,0.615656751089,0.563677644347,0.632955561804,0.599373991762
False,none,none,cubic,quadratic,odd,none,False,380,0.615656751089,0.56028392246,0.64797709826,0.616486108902
False,none,none,cubic,quadratic,odd,none,False,390,0.615656751089,0.515289308523,0.638097033746,0.608101819033
False,none,none,cubic,quadratic,odd,none,False,400,0.615656751089,0.485706012287,0.577608095217,0.567272094364
False,none,none,cubic,quadratic,odd,none,False,410,0.615656751089,0.332705594629,0.478719678345,0.519705564501
False,none,none,cubic,quadratic,odd,none,False,420,0.615656751089,0.202473805003,0.362960815481,0.44535972836
False,none,none,cubic,quadratic,odd,none,True,350,0.601611194966,0.551891303881,0.632609456634,0.586660919029
False,none,none,cubic,quadratic,odd,none,True,360,0.601611194966,0.551521376576,0.638160846086,0.587186614583
False,none,none,cubic,quadratic,odd,none,True,370,0.601611194966,0.570915240643,0.641350257709,0.59576963778
False,none,none,cubic,quadratic,odd,none,True,380,0.601611194966,0.567601932266,0.656370310277,0.612200364483
False,none,none,cubic,quadratic,odd,none,True,390,0.601611194966,0.518541174389,0.64567499862,0.602837484639
False,none,none,cubic,quadratic,odd,none,True,400,0.601611194966,0.484470131698,0.583308731287,0.562194774629
