Shift LUT?,Intercept SE, Slope SE, Ex LUT Interpolation, Em LUT Interpolation,Ex LUT Split, Em LUT Split, Constant Diode, Start of Correction Region, 310 nm, 320 nm, 330 nm, 340 nm
True,plus,plus,quadratic,quadratic,odd,even,False,360,0.526737587441,0.469382674406,0.603140202865,0.449204342658
True,plus,plus,quadratic,quadratic,odd,even,True,360,0.506936153611,0.463747111101,0.607293262165,0.440223503524
True,plus,plus,quadratic,quadratic,odd,odd,False,360,0.521729837557,0.46822359154,0.603434044761,0.443911754473
True,plus,plus,quadratic,quadratic,odd,odd,True,360,0.501942283639,0.462544983365,0.607492866803,0.434979447761
True,plus,plus,quadratic,cubic,none,none,False,360,0.524088787317,0.469885415601,0.601378516495,0.446423084578
True,plus,plus,quadratic,cubic,none,none,True,360,0.504317826731,0.464208613277,0.605466725782,0.437465788354
True,plus,plus,quadratic,cubic,none,even,False,360,0.525918106137,0.469348317772,0.603080020029,0.449071602721
True,plus,plus,quadratic,cubic,none,even,True,360,0.506153296019,0.463710167569,0.607228617383,0.440090755111
True,plus,plus,quadratic,cubic,none,odd,False,360,0.521077407212,0.468070505245,0.603714292863,0.443814455051
True,plus,plus,quadratic,cubic,none,odd,True,360,0.50131848305,0.462391216653,0.607771158252,0.434881167614
True,plus,plus,quadratic,cubic,even,none,False,360,0.52395352228,0.46987344061,0.601345361393,0.446398472453
True,plus,plus,quadratic,cubic,even,none,True,360,0.504188317777,0.464196061371,0.605432471225,0.437441038526
True,plus,plus,quadratic,cubic,even,even,False,360,0.525782842457,0.469336497241,0.603046955522,0.44904698189
True,plus,plus,quadratic,cubic,even,even,True,360,0.506023766472,0.463697774189,0.607194456586,0.440065996971
True,plus,plus,quadratic,cubic,even,odd,False,360,0.52094238618,0.468058435779,0.603680821927,0.443789849231
True,plus,plus,quadratic,cubic,even,odd,True,360,0.501189242479,0.462378569278,0.607736577645,0.434856424
True,plus,plus,quadratic,cubic,odd,none,False,360,0.524559865104,0.46995965182,0.601493878395,0.446508721516
True,plus,plus,quadratic,cubic,odd,none,True,360,0.504768852413,0.464284342926,0.605585913122,0.437551904372
True,plus,plus,quadratic,cubic,odd,even,False,360,0.526389177963,0.469421972946,0.603195066712,0.449157269957
True,plus,plus,quadratic,cubic,odd,even,True,360,0.506604392283,0.463785304991,0.607347478491,0.440176900054
True,plus,plus,quadratic,cubic,odd,odd,False,360,0.521547636731,0.468144954423,0.603830753696,0.443900070054
True,plus,plus,quadratic,cubic,odd,odd,True,360,0.501768575443,0.46246716292,0.60789148007,0.434967262014
True,plus,plus,cubic,linear,none,none,False,360,0.523982037269,0.468999635992,0.601463078618,0.446288805699
True,plus,plus,cubic,linear,none,none,True,360,0.504214826417,0.463332695693,0.605549628666,0.437332937025
True,plus,plus,cubic,linear,none,even,False,360,0.527709199777,0.4672599486,0.602119559713,0.448766434682
True,plus,plus,cubic,linear,none,even,True,360,0.507860378948,0.461636446131,0.606249085759,0.439782985952
True,plus,plus,cubic,linear,none,odd,False,360,0.521646108367,0.466075421814,0.600033823637,0.443307797654
True,plus,plus,cubic,linear,none,odd,True,360,0.501878959534,0.460411163373,0.604057366527,0.434377633003
True,plus,plus,cubic,linear,even,none,False,360,0.523955516925,0.469008022911,0.601456574367,0.44628397951
True,plus,plus,cubic,linear,even,none,True,360,0.504189434548,0.463340800377,0.605542908742,0.43732808384
True,plus,plus,cubic,linear,even,even,False,360,0.527682568276,0.467268326956,0.602113078429,0.448761604108
True,plus,plus,cubic,linear,even,even,True,360,0.507834877322,0.461644544362,0.606242389591,0.439778128443
True,plus,plus,cubic,linear,even,odd,False,360,0.521619613408,0.466083727215,0.600027290755,0.44330297113
True,plus,plus,cubic,linear,even,odd,True,360,0.501853596979,0.460419186745,0.604050617059,0.43437277946
True,plus,plus,cubic,linear,odd,none,False,360,0.524424114273,0.469072681077,0.601571424093,0.446369198618
True,plus,plus,cubic,linear,odd,none,True,360,0.504638088281,0.463407085918,0.605661566697,0.437413779594
True,plus,plus,cubic,linear,odd,even,False,360,0.528153128985,0.467332334767,0.602227522629,0.448846900649
True,plus,plus,cubic,linear,odd,even,True,360,0.508285469692,0.461710164908,0.606360628068,0.439863900565
True,plus,plus,cubic,linear,odd,odd,False,360,0.522087763052,0.466148577614,0.600142646033,0.443388196149
True,plus,plus,cubic,linear,odd,odd,True,360,0.502301733485,0.460485665677,0.604169796689,0.434458481528
True,plus,plus,cubic,slinear,none,none,False,360,0.523982037269,0.468999635992,0.601463078618,0.446288805699
True,plus,plus,cubic,slinear,none,none,True,360,0.504214826417,0.463332695693,0.605549628666,0.437332937025
True,plus,plus,cubic,slinear,none,even,False,360,0.527709199777,0.4672599486,0.602119559713,0.448766434682
True,plus,plus,cubic,slinear,none,even,True,360,0.507860378948,0.461636446131,0.606249085759,0.439782985952
True,plus,plus,cubic,slinear,none,odd,False,360,0.521646108367,0.466075421814,0.600033823637,0.443307797654
True,plus,plus,cubic,slinear,none,odd,True,360,0.501878959534,0.460411163373,0.604057366527,0.434377633003
True,plus,plus,cubic,slinear,even,none,False,360,0.523955516925,0.469008022911,0.601456574367,0.44628397951
True,plus,plus,cubic,slinear,even,none,True,360,0.504189434548,0.463340800377,0.605542908742,0.43732808384
True,plus,plus,cubic,slinear,even,even,False,360,0.527682568276,0.467268326956,0.602113078429,0.448761604108
True,plus,plus,cubic,slinear,even,even,True,360,0.507834877322,0.461644544362,0.606242389591,0.439778128443
True,plus,plus,cubic,slinear,even,odd,False,360,0.521619613408,0.466083727215,0.600027290755,0.44330297113
True,plus,plus,cubic,slinear,even,odd,True,360,0.501853596979,0.460419186745,0.604050617059,0.43437277946
True,plus,plus,cubic,slinear,odd,none,False,360,0.524424114273,0.469072681077,0.601571424093,0.446369198618
True,plus,plus,cubic,slinear,odd,none,True,360,0.504638088281,0.463407085918,0.605661566697,0.437413779594
True,plus,plus,cubic,slinear,odd,even,False,360,0.528153128985,0.467332334767,0.602227522629,0.448846900649
True,plus,plus,cubic,slinear,odd,even,True,360,0.508285469692,0.461710164908,0.606360628068,0.439863900565
True,plus,plus,cubic,slinear,odd,odd,False,360,0.522087763052,0.466148577614,0.600142646033,0.443388196149
True,plus,plus,cubic,slinear,odd,odd,True,360,0.502301733485,0.460485665677,0.604169796689,0.434458481528
True,plus,plus,cubic,quadratic,none,none,False,360,0.523948484163,0.469828083734,0.601457052729,0.446401645658
True,plus,plus,cubic,quadratic,none,none,True,360,0.504184001047,0.464152015421,0.605545339439,0.437444788982
True,plus,plus,cubic,quadratic,none,even,False,360,0.526260415155,0.469307523078,0.60302377917,0.449117633086
True,plus,plus,cubic,quadratic,none,even,True,360,0.506479222863,0.463670469561,0.607172978515,0.440136310576
True,plus,plus,cubic,quadratic,none,odd,False,360,0.521253681761,0.468147621869,0.603316261521,0.443825108111
True,plus,plus,cubic,quadratic,none,odd,True,360,0.501486522761,0.462467508125,0.607371178716,0.434892316175
True,plus,plus,cubic,quadratic,even,none,False,360,0.523921963956,0.469836485435,0.601450550249,0.446396819515
True,plus,plus,cubic,quadratic,even,none,True,360,0.504158609302,0.46416013445,0.60553862133,0.437439935833
True,plus,plus,cubic,quadratic,even,even,False,360,0.526233865126,0.469315941857,0.603017296437,0.449112804902
True,plus,plus,cubic,quadratic,even,even,True,360,0.50645379881,0.463678607459,0.607166280847,0.440131455474
True,plus,plus,cubic,quadratic,even,odd,False,360,0.521227188417,0.468155969651,0.603309703085,0.443820283446
True,plus,plus,cubic,quadratic,even,odd,True,360,0.501461163918,0.462475573039,0.607364402845,0.434887464489
True,plus,plus,cubic,quadratic,odd,none,False,360,0.524390558935,0.4699012368,0.601565368687,0.446482037802
True,plus,plus,cubic,quadratic,odd,none,True,360,0.504607260869,0.464226515756,0.605657247225,0.437525630951
True,plus,plus,cubic,quadratic,odd,even,False,360,0.526702986246,0.469380121378,0.603131766216,0.449198059245
True,plus,plus,cubic,quadratic,odd,even,True,360,0.506903020499,0.463744404686,0.607284545809,0.440217185086
True,plus,plus,cubic,quadratic,odd,odd,False,360,0.521695309925,0.468220973384,0.603425509594,0.443905475641
True,plus,plus,cubic,quadratic,odd,odd,True,360,0.501909235225,0.462542210448,0.607484048674,0.434973133769
True,plus,plus,cubic,cubic,none,none,False,360,0.524083076162,0.469883898507,0.601377116894,0.446422045608
True,plus,plus,cubic,cubic,none,none,True,360,0.504312358624,0.464207087786,0.605465279769,0.437464743571
True,plus,plus,cubic,cubic,none,even,False,360,0.525912395042,0.469346808554,0.603078624252,0.449070563384
True,plus,plus,cubic,cubic,none,even,True,360,0.506147827046,0.463708650033,0.607227175328,0.440089709977
True,plus,plus,cubic,cubic,none,odd,False,360,0.521071706355,0.468068987758,0.603712879929,0.443813416347
True,plus,plus,cubic,cubic,none,odd,True,360,0.501313026271,0.46238969072,0.607769698475,0.434880123094
True,plus,plus,cubic,cubic,even,none,False,360,0.524056547515,0.469892301397,0.60137061535,0.446417219297
True,plus,plus,cubic,cubic,even,none,True,360,0.504286958933,0.464215207969,0.605458562629,0.437459890258
True,plus,plus,cubic,cubic,even,even,False,360,0.525885866673,0.469355227326,0.603072140474,0.449065735366
True,plus,plus,cubic,cubic,even,even,True,360,0.506122423326,0.463716787874,0.607220476573,0.440084855034
True,plus,plus,cubic,cubic,even,odd,False,360,0.52104522555,0.468077333918,0.603706316452,0.443808591273
True,plus,plus,cubic,cubic,even,odd,True,360,0.501287679203,0.462397754045,0.607762917398,0.434875271
True,plus,plus,cubic,cubic,odd,none,False,360,0.524525291646,0.469957059221,0.601485417268,0.446502440543
True,plus,plus,cubic,cubic,odd,none,True,360,0.504735750931,0.464281595827,0.605577171425,0.437545588264
True,plus,plus,cubic,cubic,odd,even,False,360,0.526354605008,0.469419419137,0.603186628704,0.449150986761
True,plus,plus,cubic,cubic,odd,even,True,360,0.506571285681,0.463782597762,0.607338760721,0.440170581824
True,plus,plus,cubic,cubic,odd,odd,False,360,0.521513125449,0.468142336074,0.603822211969,0.44389379069
True,plus,plus,cubic,cubic,odd,odd,True,360,0.501735542384,0.46246438982,0.607882655166,0.434960947491
True,plus,plus,linear,linear,none,none,False,360,0.52401086828,0.469009944825,0.601470148986,0.44629405195
True,plus,plus,linear,linear,none,none,True,360,0.504242430601,0.46334300489,0.605556933478,0.437338212621
True,plus,plus,linear,linear,none,even,False,360,0.527738151625,0.467270193551,0.602126605115,0.448771685699
True,plus,plus,linear,linear,none,even,True,360,0.507888102445,0.461646691218,0.606256364746,0.439788266248
True,plus,plus,linear,linear,none,odd,False,360,0.521674911789,0.466085705385,0.600040925127,0.443313044268
True,plus,plus,linear,linear,none,odd,True,360,0.501906531854,0.460421447522,0.604064703454,0.434382908987
True,plus,plus,linear,linear,even,none,False,360,0.523978921615,0.469011361043,0.601462314515,0.446288238731
True,plus,plus,linear,linear,even,none,True,360,0.50421184334,0.463344218171,0.605548839226,0.437332366885
True,plus,plus,linear,linear,even,even,False,360,0.527706071064,0.46727163218,0.602118798308,0.448765867198
True,plus,plus,linear,linear,even,even,True,360,0.507857382976,0.461647928529,0.60624829911,0.439782415304
True,plus,plus,linear,linear,even,odd,False,360,0.521642995695,0.466087074331,0.60003305617,0.443307230646
True,plus,plus,linear,linear,even,odd,True,360,0.5018759799,0.460422613585,0.604056573616,0.43437706282
True,plus,plus,linear,linear,odd,none,False,360,0.524029553598,0.469009834462,0.601474730949,0.446297451791
True,plus,plus,linear,linear,odd,none,True,360,0.504260320797,0.463343001886,0.605561667374,0.437341631479
True,plus,plus,linear,linear,odd,even,False,360,0.527756915255,0.467270067376,0.6021311709,0.448775088629
True,plus,plus,linear,linear,odd,even,True,360,0.507906069964,0.461646671532,0.606261081906,0.439791688153
True,plus,plus,linear,linear,odd,odd,False,360,0.52169357923,0.46608561846,0.60004552726,0.443316444345
True,plus,plus,linear,linear,odd,odd,True,360,0.501924401402,0.460421467942,0.604069458162,0.434386328097
True,plus,plus,linear,slinear,none,none,False,360,0.52401086828,0.469009944825,0.601470148986,0.44629405195
True,plus,plus,linear,slinear,none,none,True,360,0.504242430601,0.46334300489,0.605556933478,0.437338212621
True,plus,plus,linear,slinear,none,even,False,360,0.527738151625,0.467270193551,0.602126605115,0.448771685699
True,plus,plus,linear,slinear,none,even,True,360,0.507888102445,0.461646691218,0.606256364746,0.439788266248
True,plus,plus,linear,slinear,none,odd,False,360,0.521674911789,0.466085705385,0.600040925127,0.443313044268
True,plus,plus,linear,slinear,none,odd,True,360,0.501906531854,0.460421447522,0.604064703454,0.434382908987
True,plus,plus,linear,slinear,even,none,False,360,0.523978921615,0.469011361043,0.601462314515,0.446288238731
True,plus,plus,linear,slinear,even,none,True,360,0.50421184334,0.463344218171,0.605548839226,0.437332366885
True,plus,plus,linear,slinear,even,even,False,360,0.527706071064,0.46727163218,0.602118798308,0.448765867198
True,plus,plus,linear,slinear,even,even,True,360,0.507857382976,0.461647928529,0.60624829911,0.439782415304
True,plus,plus,linear,slinear,even,odd,False,360,0.521642995695,0.466087074331,0.60003305617,0.443307230646
True,plus,plus,linear,slinear,even,odd,True,360,0.5018759799,0.460422613585,0.604056573616,0.43437706282
True,plus,plus,linear,slinear,odd,none,False,360,0.524029553598,0.469009834462,0.601474730949,0.446297451791
True,plus,plus,linear,slinear,odd,none,True,360,0.504260320797,0.463343001886,0.605561667374,0.437341631479
True,plus,plus,linear,slinear,odd,even,False,360,0.527756915255,0.467270067376,0.6021311709,0.448775088629
True,plus,plus,linear,slinear,odd,even,True,360,0.507906069964,0.461646671532,0.606261081906,0.439791688153
True,plus,plus,linear,slinear,odd,odd,False,360,0.52169357923,0.46608561846,0.60004552726,0.443316444345
True,plus,plus,linear,slinear,odd,odd,True,360,0.501924401402,0.460421467942,0.604069458162,0.434386328097
True,plus,plus,linear,quadratic,none,none,False,360,0.523977315027,0.469838408841,0.60146412117,0.446406891858
True,plus,plus,linear,quadratic,none,none,True,360,0.504211605095,0.464162340896,0.605552642278,0.437450064538
True,plus,plus,linear,quadratic,none,even,False,360,0.526289278433,0.469317804939,0.603030826147,0.449122881505
True,plus,plus,linear,quadratic,none,even,True,360,0.506506862029,0.463680751614,0.607180259134,0.440141588256
True,plus,plus,linear,quadratic,none,odd,False,360,0.521282483431,0.4681579417,0.60332339079,0.443830352704
True,plus,plus,linear,quadratic,none,odd,True,360,0.501514091051,0.462477828563,0.607378544343,0.43489759014
True,plus,plus,linear,quadratic,even,none,False,360,0.523945368525,0.469839828402,0.601456288834,0.446401078695
True,plus,plus,linear,quadratic,even,none,True,360,0.504181017984,0.464163557206,0.605544550213,0.437444218846
True,plus,plus,linear,quadratic,even,even,False,360,0.526257296014,0.469319256107,0.603023017595,0.449117065883
True,plus,plus,linear,quadratic,even,even,True,360,0.506476236005,0.463682000895,0.60717219169,0.440135740211
True,plus,plus,linear,quadratic,even,odd,False,360,0.521250569279,0.468159324882,0.603315491053,0.443824541321
True,plus,plus,linear,quadratic,even,odd,True,360,0.501483543564,0.462479008245,0.607370382703,0.434891746211
True,plus,plus,linear,quadratic,odd,none,False,360,0.523996000249,0.469838297718,0.601468701885,0.446410291666
True,plus,plus,linear,quadratic,odd,none,True,360,0.504229495203,0.4641623373,0.605557374894,0.437453483371
True,plus,plus,linear,quadratic,odd,even,False,360,0.52630798466,0.469317674419,0.603035392952,0.449126282752
True,plus,plus,linear,quadratic,odd,even,True,360,0.506524774893,0.463680727888,0.60718497735,0.440145008465
True,plus,plus,linear,quadratic,odd,odd,False,360,0.521301149737,0.468157849492,0.603328010925,0.443833751472
True,plus,plus,linear,quadratic,odd,odd,True,360,0.501531957988,0.462477844027,0.60738331765,0.434901007942
True,plus,plus,linear,cubic,none,none,False,360,0.524111916201,0.469894224828,0.601384184318,0.446427291989
True,plus,plus,linear,cubic,none,none,True,360,0.504339971312,0.464217414466,0.605472581555,0.437470019305
True,plus,plus,linear,cubic,none,even,False,360,0.525941234773,0.469357091533,0.603085672365,0.449075811621
True,plus,plus,linear,cubic,none,even,True,360,0.506175444107,0.463718933212,0.607234457127,0.440094987483
True,plus,plus,linear,cubic,none,odd,False,360,0.521100494393,0.468079306593,0.603720014678,0.443818661385
True,plus,plus,linear,cubic,none,odd,True,360,0.501340581758,0.462400010175,0.607777069763,0.434885397503
True,plus,plus,linear,cubic,even,none,False,360,0.524079959533,0.4698956447,0.601376353109,0.446421478625
True,plus,plus,linear,cubic,even,none,True,360,0.504309374628,0.464218631066,0.605464490656,0.437464173416
True,plus,plus,linear,cubic,even,even,False,360,0.525909278446,0.469358542196,0.603077862554,0.4490699962
True,plus,plus,linear,cubic,even,even,True,360,0.506144842577,0.463720181949,0.607226388375,0.44008913963
True,plus,plus,linear,cubic,even,odd,False,360,0.521068595346,0.468080689055,0.603712108868,0.44381284951
True,plus,plus,linear,cubic,even,odd,True,360,0.501310048457,0.462401189156,0.607768901851,0.434879553082
True,plus,plus,linear,cubic,odd,none,False,360,0.52413060737,0.469894113616,0.601388764375,0.446430691916
True,plus,plus,linear,cubic,odd,none,True,360,0.504357867019,0.46421741079,0.605477313489,0.437473438253
True,plus,plus,linear,cubic,odd,even,False,360,0.525959925739,0.46935696135,0.603090239907,0.449079212751
True,plus,plus,linear,cubic,odd,even,True,360,0.506193342644,0.463718909844,0.607239176109,0.440098407579
True,plus,plus,linear,cubic,odd,odd,False,360,0.521119151865,0.468079214704,0.603724638363,0.443822060441
True,plus,plus,linear,cubic,odd,odd,True,360,0.501358440397,0.462400025949,0.607781846737,0.434888815593
True,plus,plus,slinear,linear,none,none,False,360,0.52401086828,0.469009944825,0.601470148986,0.44629405195
True,plus,plus,slinear,linear,none,none,True,360,0.504242430601,0.46334300489,0.605556933478,0.437338212621
True,plus,plus,slinear,linear,none,even,False,360,0.527738151625,0.467270193551,0.602126605115,0.448771685699
True,plus,plus,slinear,linear,none,even,True,360,0.507888102445,0.461646691218,0.606256364746,0.439788266248
True,plus,plus,slinear,linear,none,odd,False,360,0.521674911789,0.466085705385,0.600040925127,0.443313044268
True,plus,plus,slinear,linear,none,odd,True,360,0.501906531854,0.460421447522,0.604064703454,0.434382908987
True,plus,plus,slinear,linear,even,none,False,360,0.523978921615,0.469011361043,0.601462314515,0.446288238731
True,plus,plus,slinear,linear,even,none,True,360,0.50421184334,0.463344218171,0.605548839226,0.437332366885
True,plus,plus,slinear,linear,even,even,False,360,0.527706071064,0.46727163218,0.602118798308,0.448765867198
True,plus,plus,slinear,linear,even,even,True,360,0.507857382976,0.461647928529,0.60624829911,0.439782415304
True,plus,plus,slinear,linear,even,odd,False,360,0.521642995695,0.466087074331,0.60003305617,0.443307230646
True,plus,plus,slinear,linear,even,odd,True,360,0.5018759799,0.460422613585,0.604056573616,0.43437706282
True,plus,plus,slinear,linear,odd,none,False,360,0.524029553598,0.469009834462,0.601474730949,0.446297451791
True,plus,plus,slinear,linear,odd,none,True,360,0.504260320797,0.463343001886,0.605561667374,0.437341631479
True,plus,plus,slinear,linear,odd,even,False,360,0.527756915255,0.467270067376,0.6021311709,0.448775088629
True,plus,plus,slinear,linear,odd,even,True,360,0.507906069964,0.461646671532,0.606261081906,0.439791688153
True,plus,plus,slinear,linear,odd,odd,False,360,0.52169357923,0.46608561846,0.60004552726,0.443316444345
True,plus,plus,slinear,linear,odd,odd,True,360,0.501924401402,0.460421467942,0.604069458162,0.434386328097
True,plus,plus,slinear,slinear,none,none,False,360,0.52401086828,0.469009944825,0.601470148986,0.44629405195
True,plus,plus,slinear,slinear,none,none,True,360,0.504242430601,0.46334300489,0.605556933478,0.437338212621
True,plus,plus,slinear,slinear,none,even,False,360,0.527738151625,0.467270193551,0.602126605115,0.448771685699
True,plus,plus,slinear,slinear,none,even,True,360,0.507888102445,0.461646691218,0.606256364746,0.439788266248
True,plus,plus,slinear,slinear,none,odd,False,360,0.521674911789,0.466085705385,0.600040925127,0.443313044268
True,plus,plus,slinear,slinear,none,odd,True,360,0.501906531854,0.460421447522,0.604064703454,0.434382908987
True,plus,plus,slinear,slinear,even,none,False,360,0.523978921615,0.469011361043,0.601462314515,0.446288238731
True,plus,plus,slinear,slinear,even,none,True,360,0.50421184334,0.463344218171,0.605548839226,0.437332366885
True,plus,plus,slinear,slinear,even,even,False,360,0.527706071064,0.46727163218,0.602118798308,0.448765867198
True,plus,plus,slinear,slinear,even,even,True,360,0.507857382976,0.461647928529,0.60624829911,0.439782415304
True,plus,plus,slinear,slinear,even,odd,False,360,0.521642995695,0.466087074331,0.60003305617,0.443307230646
True,plus,plus,slinear,slinear,even,odd,True,360,0.5018759799,0.460422613585,0.604056573616,0.43437706282
True,plus,plus,slinear,slinear,odd,none,False,360,0.524029553598,0.469009834462,0.601474730949,0.446297451791
True,plus,plus,slinear,slinear,odd,none,True,360,0.504260320797,0.463343001886,0.605561667374,0.437341631479
True,plus,plus,slinear,slinear,odd,even,False,360,0.527756915255,0.467270067376,0.6021311709,0.448775088629
True,plus,plus,slinear,slinear,odd,even,True,360,0.507906069964,0.461646671532,0.606261081906,0.439791688153
True,plus,plus,slinear,slinear,odd,odd,False,360,0.52169357923,0.46608561846,0.60004552726,0.443316444345
True,plus,plus,slinear,slinear,odd,odd,True,360,0.501924401402,0.460421467942,0.604069458162,0.434386328097
True,plus,plus,slinear,quadratic,none,none,False,360,0.523977315027,0.469838408841,0.60146412117,0.446406891858
True,plus,plus,slinear,quadratic,none,none,True,360,0.504211605095,0.464162340896,0.605552642278,0.437450064538
True,plus,plus,slinear,quadratic,none,even,False,360,0.526289278433,0.469317804939,0.603030826147,0.449122881505
True,plus,plus,slinear,quadratic,none,even,True,360,0.506506862029,0.463680751614,0.607180259134,0.440141588256
True,plus,plus,slinear,quadratic,none,odd,False,360,0.521282483431,0.4681579417,0.60332339079,0.443830352704
True,plus,plus,slinear,quadratic,none,odd,True,360,0.501514091051,0.462477828563,0.607378544343,0.43489759014
True,plus,plus,slinear,quadratic,even,none,False,360,0.523945368525,0.469839828402,0.601456288834,0.446401078695
True,plus,plus,slinear,quadratic,even,none,True,360,0.504181017984,0.464163557206,0.605544550213,0.437444218846
True,plus,plus,slinear,quadratic,even,even,False,360,0.526257296014,0.469319256107,0.603023017595,0.449117065883
True,plus,plus,slinear,quadratic,even,even,True,360,0.506476236005,0.463682000895,0.60717219169,0.440135740211
True,plus,plus,slinear,quadratic,even,odd,False,360,0.521250569279,0.468159324882,0.603315491053,0.443824541321
True,plus,plus,slinear,quadratic,even,odd,True,360,0.501483543564,0.462479008245,0.607370382703,0.434891746211
True,plus,plus,slinear,quadratic,odd,none,False,360,0.523996000249,0.469838297718,0.601468701885,0.446410291666
True,plus,plus,slinear,quadratic,odd,none,True,360,0.504229495203,0.4641623373,0.605557374894,0.437453483371
True,plus,plus,slinear,quadratic,odd,even,False,360,0.52630798466,0.469317674419,0.603035392952,0.449126282752
True,plus,plus,slinear,quadratic,odd,even,True,360,0.506524774893,0.463680727888,0.60718497735,0.440145008465
True,plus,plus,slinear,quadratic,odd,odd,False,360,0.521301149737,0.468157849492,0.603328010925,0.443833751472
True,plus,plus,slinear,quadratic,odd,odd,True,360,0.501531957988,0.462477844027,0.60738331765,0.434901007942
True,plus,plus,slinear,cubic,none,none,False,360,0.524111916201,0.469894224828,0.601384184318,0.446427291989
True,plus,plus,slinear,cubic,none,none,True,360,0.504339971312,0.464217414466,0.605472581555,0.437470019305
True,plus,plus,slinear,cubic,none,even,False,360,0.525941234773,0.469357091533,0.603085672365,0.449075811621
True,plus,plus,slinear,cubic,none,even,True,360,0.506175444107,0.463718933212,0.607234457127,0.440094987483
True,plus,plus,slinear,cubic,none,odd,False,360,0.521100494393,0.468079306593,0.603720014678,0.443818661385
True,plus,plus,slinear,cubic,none,odd,True,360,0.501340581758,0.462400010175,0.607777069763,0.434885397503
True,plus,plus,slinear,cubic,even,none,False,360,0.524079959533,0.4698956447,0.601376353109,0.446421478625
True,plus,plus,slinear,cubic,even,none,True,360,0.504309374628,0.464218631066,0.605464490656,0.437464173416
True,plus,plus,slinear,cubic,even,even,False,360,0.525909278446,0.469358542196,0.603077862554,0.4490699962
True,plus,plus,slinear,cubic,even,even,True,360,0.506144842577,0.463720181949,0.607226388375,0.44008913963
True,plus,plus,slinear,cubic,even,odd,False,360,0.521068595346,0.468080689055,0.603712108868,0.44381284951
True,plus,plus,slinear,cubic,even,odd,True,360,0.501310048457,0.462401189156,0.607768901851,0.434879553082
True,plus,plus,slinear,cubic,odd,none,False,360,0.52413060737,0.469894113616,0.601388764375,0.446430691916
True,plus,plus,slinear,cubic,odd,none,True,360,0.504357867019,0.46421741079,0.605477313489,0.437473438253
True,plus,plus,slinear,cubic,odd,even,False,360,0.525959925739,0.46935696135,0.603090239907,0.449079212751
True,plus,plus,slinear,cubic,odd,even,True,360,0.506193342644,0.463718909844,0.607239176109,0.440098407579
True,plus,plus,slinear,cubic,odd,odd,False,360,0.521119151865,0.468079214704,0.603724638363,0.443822060441
True,plus,plus,slinear,cubic,odd,odd,True,360,0.501358440397,0.462400025949,0.607781846737,0.434888815593
True,plus,plus,quadratic,linear,none,none,False,360,0.523987746636,0.469001150568,0.601464478803,0.446289844644
True,plus,plus,quadratic,linear,none,none,True,360,0.50422029284,0.463334218653,0.605551075279,0.437333981781
True,plus,plus,quadratic,linear,none,even,False,360,0.527714933074,0.46726145251,0.602120954954,0.44876747457
True,plus,plus,quadratic,linear,none,even,True,360,0.507865868998,0.461637958325,0.606250527257,0.439784031639
True,plus,plus,quadratic,linear,none,odd,False,360,0.521651812271,0.466076934476,0.600035229985,0.44330883667
True,plus,plus,quadratic,linear,none,odd,True,360,0.501884419646,0.460412684449,0.6040588195,0.434378677835
True,plus,plus,quadratic,linear,even,none,False,360,0.523852523934,0.468989192313,0.601431309893,0.446265233136
True,plus,plus,quadratic,linear,even,none,True,360,0.504090823765,0.463321684429,0.605516806525,0.437309232604
True,plus,plus,quadratic,linear,even,even,False,360,0.527579143553,0.467249656787,0.602087903165,0.448742840702
True,plus,plus,quadratic,linear,even,even,True,360,0.507735840254,0.461625591575,0.606216379653,0.439759260409
True,plus,plus,quadratic,linear,even,odd,False,360,0.52151671905,0.46606488133,0.600001915071,0.443284223456
True,plus,plus,quadratic,linear,even,odd,True,360,0.501755100092,0.460400055152,0.604024400084,0.434353926835
True,plus,plus,quadratic,linear,odd,none,False,360,0.524458676899,0.469075270235,0.601579888744,0.446375479434
True,plus,plus,quadratic,linear,odd,none,True,360,0.50467117956,0.463409829321,0.605670312017,0.437420095537
True,plus,plus,quadratic,linear,odd,even,False,360,0.528187836364,0.467334884196,0.602235957393,0.448853187173
True,plus,plus,quadratic,linear,odd,even,True,360,0.508318703903,0.461712867272,0.606369342473,0.439870222136
True,plus,plus,quadratic,linear,odd,odd,False,360,0.522122292725,0.466151193691,0.600151147944,0.443394477401
True,plus,plus,quadratic,linear,odd,odd,True,360,0.502334786677,0.460488436036,0.604178580458,0.434464797936
True,plus,plus,quadratic,slinear,none,none,False,360,0.523987746636,0.469001150568,0.601464478803,0.446289844644
True,plus,plus,quadratic,slinear,none,none,True,360,0.50422029284,0.463334218653,0.605551075279,0.437333981781
True,plus,plus,quadratic,slinear,none,even,False,360,0.527714933074,0.46726145251,0.602120954954,0.44876747457
True,plus,plus,quadratic,slinear,none,even,True,360,0.507865868998,0.461637958325,0.606250527257,0.439784031639
True,plus,plus,quadratic,slinear,none,odd,False,360,0.521651812271,0.466076934476,0.600035229985,0.44330883667
True,plus,plus,quadratic,slinear,none,odd,True,360,0.501884419646,0.460412684449,0.6040588195,0.434378677835
True,plus,plus,quadratic,slinear,even,none,False,360,0.523852523934,0.468989192313,0.601431309893,0.446265233136
True,plus,plus,quadratic,slinear,even,none,True,360,0.504090823765,0.463321684429,0.605516806525,0.437309232604
