<Group>
Detector1
1
501	
excorr	T634436666737984840
X	Y
250	0.445050448
251	0.454227835
252	0.463928819
253	0.473671049
254	0.483950615
255	0.494494736
256	0.505418956
257	0.5168876
258	0.5280941
259	0.5399492
260	0.5518045
261	0.5633156
262	0.574750543
263	0.586713731
264	0.598536432
265	0.6106963
266	0.6235356
267	0.636214
268	0.6497108
269	0.6631734
270	0.676909149
271	0.683623254
272	0.689744353
273	0.6954865
274	0.701723158
275	0.707669258
276	0.7137183
277	0.719438732
278	0.725168049
279	0.73047924
280	0.7362017
281	0.734538
282	0.7327279
283	0.730518758
284	0.7282961
285	0.7259031
286	0.723603
287	0.7208403
288	0.718349755
289	0.715122044
290	0.712636
291	0.7093038
292	0.705035031
293	0.7002879
294	0.6957595
295	0.6915895
296	0.688096166
297	0.6850573
298	0.6818698
299	0.67924726
300	0.6765424
301	0.677845
302	0.6789927
303	0.6799895
304	0.6810418
305	0.6824029
306	0.683940947
307	0.6852225
308	0.686544657
309	0.688401043
310	0.690119
311	0.6946295
312	0.699248254
313	0.7039943
314	0.708697736
315	0.713833
316	0.7191552
317	0.724887848
318	0.7302393
319	0.736227751
320	0.742180645
321	0.7495011
322	0.7573343
323	0.7650879
324	0.7726772
325	0.780648947
326	0.78946
327	0.7983462
328	0.80699265
329	0.8158399
330	0.8245328
331	0.834537268
332	0.844864845
333	0.854382
334	0.8638809
335	0.87384
336	0.8833041
337	0.892797947
338	0.9016767
339	0.9106144
340	0.918576539
341	0.9281783
342	0.937510252
343	0.946180165
344	0.954333842
345	0.962720931
346	0.9704171
347	0.978265
348	0.985590756
349	0.993305564
350	1.00000012
351	1.007962
352	1.01517737
353	1.02170026
354	1.028149
355	1.03380454
356	1.039481
357	1.04485679
358	1.050063
359	1.05519378
360	1.06076825
361	1.06667745
362	1.07279372
363	1.07986665
364	1.08727181
365	1.0955106
366	1.10412669
367	1.11351657
368	1.12305772
369	1.1325835
370	1.1426605
371	1.14234352
372	1.14191687
373	1.141097
374	1.14029694
375	1.13951719
376	1.13861823
377	1.13784254
378	1.13692319
379	1.1354388
380	1.13468528
381	1.13198566
382	1.12909043
383	1.125908
384	1.122788
385	1.1197046
386	1.1166271
387	1.11376953
388	1.11068368
389	1.10764909
390	1.10447991
391	1.10435939
392	1.10394263
393	1.10345268
394	1.10289514
395	1.10248065
396	1.10246217
397	1.102397
398	1.10147309
399	1.10033965
400	1.09914076
401	1.099241
402	1.09938335
403	1.09969258
404	1.099929
405	1.10072684
406	1.1012975
407	1.10173965
408	1.10234606
409	1.10332394
410	1.103773
411	1.10504663
412	1.10595894
413	1.10654664
414	1.10686731
415	1.107017
416	1.10785556
417	1.10870123
418	1.109838
419	1.11153686
420	1.11168158
421	1.11326528
422	1.11413085
423	1.1155951
424	1.117611
425	1.11948836
426	1.12160969
427	1.12339771
428	1.12569368
429	1.12795138
430	1.12969625
431	1.13245964
432	1.13507283
433	1.13785732
434	1.14054108
435	1.14369643
436	1.14651024
437	1.15010476
438	1.152836
439	1.15576887
440	1.1570183
441	1.15838563
442	1.16024089
443	1.16212189
444	1.16400814
