InterceptSE,Slope SE,Constant Diode,Ex LUT Interpolation,Em LUT Interpolation,Ex LUT Split,Em LUT Split,Shift LUT?,Start of Correction Region,350 nm,360 nm,370 nm,380 nm
plus,plus,True,linear,cubic,even,even,False,400,0.734270753484,0.762700923627,0.738307488422,0.769452779738
plus,plus,False,linear,cubic,even,odd,False,400,0.741349180611,0.748938225031,0.741595515136,0.76994420193
plus,plus,True,linear,cubic,even,odd,False,400,0.733839194692,0.748361081353,0.74722219182,0.76899300459
plus,plus,False,linear,cubic,odd,none,False,400,0.741725072373,0.759373383695,0.736830434699,0.770379455799
plus,plus,True,linear,cubic,odd,none,False,400,0.734211368705,0.758788533747,0.742415346095,0.769427546237
plus,plus,False,linear,cubic,odd,even,False,400,0.741784212033,0.763290388223,0.732747469423,0.770401512531
plus,plus,True,linear,cubic,odd,even,False,400,0.734270753484,0.762700923627,0.738307488422,0.769452779738
plus,plus,False,linear,cubic,odd,odd,False,400,0.741349180611,0.748938225031,0.741595515136,0.76994420193
plus,plus,True,linear,cubic,odd,odd,False,400,0.733839194692,0.748361081353,0.74722219182,0.76899300459
plus,plus,False,slinear,linear,none,none,False,400,0.741400555376,0.758113667218,0.736787612092,0.770260033059
plus,plus,True,slinear,linear,none,none,False,400,0.73389030642,0.757529989032,0.742373228452,0.769308935101
plus,plus,False,slinear,linear,none,even,False,400,0.74073959916,0.761257415546,0.732045827139,0.770156031447
plus,plus,True,slinear,linear,none,even,False,400,0.733236487308,0.760670509617,0.737602256805,0.769207696308
plus,plus,False,slinear,linear,none,odd,False,400,0.740498604851,0.749039875815,0.741120164907,0.769782439929
plus,plus,True,slinear,linear,none,odd,False,400,0.732997584449,0.748463012492,0.746742572362,0.768832281805
plus,plus,False,slinear,linear,even,none,False,400,0.741400555376,0.758113667218,0.736787612092,0.770260033059
plus,plus,True,slinear,linear,even,none,False,400,0.73389030642,0.757529989032,0.742373228452,0.769308935101
plus,plus,False,slinear,linear,even,even,False,400,0.74073959916,0.761257415546,0.732045827139,0.770156031447
plus,plus,True,slinear,linear,even,even,False,400,0.733236487308,0.760670509617,0.737602256805,0.769207696308
plus,plus,False,slinear,linear,even,odd,False,400,0.740498604851,0.749039875815,0.741120164907,0.769782439929
plus,plus,True,slinear,linear,even,odd,False,400,0.732997584449,0.748463012492,0.746742572362,0.768832281805
plus,plus,False,slinear,linear,odd,none,False,400,0.741400555376,0.758113667218,0.736787612092,0.770260033059
plus,plus,True,slinear,linear,odd,none,False,400,0.73389030642,0.757529989032,0.742373228452,0.769308935101
plus,plus,False,slinear,linear,odd,even,False,400,0.74073959916,0.761257415546,0.732045827139,0.770156031447
plus,plus,True,slinear,linear,odd,even,False,400,0.733236487308,0.760670509617,0.737602256805,0.769207696308
plus,plus,False,slinear,linear,odd,odd,False,400,0.740498604851,0.749039875815,0.741120164907,0.769782439929
plus,plus,True,slinear,linear,odd,odd,False,400,0.732997584449,0.748463012492,0.746742572362,0.768832281805
plus,plus,False,slinear,slinear,none,none,False,400,0.741400555376,0.758113667218,0.736787612092,0.770260033059
plus,plus,True,slinear,slinear,none,none,False,400,0.73389030642,0.757529989032,0.742373228452,0.769308935101
plus,plus,False,slinear,slinear,none,even,False,400,0.74073959916,0.761257415546,0.732045827139,0.770156031447
plus,plus,True,slinear,slinear,none,even,False,400,0.733236487308,0.760670509617,0.737602256805,0.769207696308
plus,plus,False,slinear,slinear,none,odd,False,400,0.740498604851,0.749039875815,0.741120164907,0.769782439929
plus,plus,True,slinear,slinear,none,odd,False,400,0.732997584449,0.748463012492,0.746742572362,0.768832281805
plus,plus,False,slinear,slinear,even,none,False,400,0.741400555376,0.758113667218,0.736787612092,0.770260033059
plus,plus,True,slinear,slinear,even,none,False,400,0.73389030642,0.757529989032,0.742373228452,0.769308935101
plus,plus,False,slinear,slinear,even,even,False,400,0.74073959916,0.761257415546,0.732045827139,0.770156031447
plus,plus,True,slinear,slinear,even,even,False,400,0.733236487308,0.760670509617,0.737602256805,0.769207696308
plus,plus,False,slinear,slinear,even,odd,False,400,0.740498604851,0.749039875815,0.741120164907,0.769782439929
plus,plus,True,slinear,slinear,even,odd,False,400,0.732997584449,0.748463012492,0.746742572362,0.768832281805
plus,plus,False,slinear,slinear,odd,none,False,400,0.741400555376,0.758113667218,0.736787612092,0.770260033059
plus,plus,True,slinear,slinear,odd,none,False,400,0.73389030642,0.757529989032,0.742373228452,0.769308935101
plus,plus,False,slinear,slinear,odd,even,False,400,0.74073959916,0.761257415546,0.732045827139,0.770156031447
plus,plus,True,slinear,slinear,odd,even,False,400,0.733236487308,0.760670509617,0.737602256805,0.769207696308
plus,plus,False,slinear,slinear,odd,odd,False,400,0.740498604851,0.749039875815,0.741120164907,0.769782439929
plus,plus,True,slinear,slinear,odd,odd,False,400,0.732997584449,0.748463012492,0.746742572362,0.768832281805
plus,plus,False,slinear,quadratic,none,none,False,400,0.741696939767,0.759290826033,0.736851917788,0.770368961679
plus,plus,True,slinear,quadratic,none,none,False,400,0.734183533687,0.758706238249,0.742436453272,0.769417161522
plus,plus,False,slinear,quadratic,none,even,False,400,0.74159789418,0.763422446432,0.732445120161,0.770452249548
plus,plus,True,slinear,quadratic,none,even,False,400,0.734086211152,0.762832836989,0.738003446753,0.769503457391
plus,plus,False,slinear,quadratic,none,odd,False,400,0.741337632143,0.748978706226,0.741604781312,0.769733815936
plus,plus,True,slinear,quadratic,none,odd,False,400,0.733827813886,0.748401528636,0.747231492939,0.768782710947
plus,plus,False,slinear,quadratic,even,none,False,400,0.741696939767,0.759290826033,0.736851917788,0.770368961679
plus,plus,True,slinear,quadratic,even,none,False,400,0.734183533687,0.758706238249,0.742436453272,0.769417161522
plus,plus,False,slinear,quadratic,even,even,False,400,0.74159789418,0.763422446432,0.732445120161,0.770452249548
plus,plus,True,slinear,quadratic,even,even,False,400,0.734086211152,0.762832836989,0.738003446753,0.769503457391
plus,plus,False,slinear,quadratic,even,odd,False,400,0.741337632143,0.748978706226,0.741604781312,0.769733815936
plus,plus,True,slinear,quadratic,even,odd,False,400,0.733827813886,0.748401528636,0.747231492939,0.768782710947
plus,plus,False,slinear,quadratic,odd,none,False,400,0.741696939767,0.759290826033,0.736851917788,0.770368961679
plus,plus,True,slinear,quadratic,odd,none,False,400,0.734183533687,0.758706238249,0.742436453272,0.769417161522
plus,plus,False,slinear,quadratic,odd,even,False,400,0.74159789418,0.763422446432,0.732445120161,0.770452249548
plus,plus,True,slinear,quadratic,odd,even,False,400,0.734086211152,0.762832836989,0.738003446753,0.769503457391
plus,plus,False,slinear,quadratic,odd,odd,False,400,0.741337632143,0.748978706226,0.741604781312,0.769733815936
plus,plus,True,slinear,quadratic,odd,odd,False,400,0.733827813886,0.748401528636,0.747231492939,0.768782710947
plus,plus,False,slinear,cubic,none,none,False,400,0.741725072373,0.759373383695,0.736830434699,0.770379455799
plus,plus,True,slinear,cubic,none,none,False,400,0.734211368705,0.758788533747,0.742415346095,0.769427546237
plus,plus,False,slinear,cubic,none,even,False,400,0.741784212033,0.763290388223,0.732747469423,0.770401512531
plus,plus,True,slinear,cubic,none,even,False,400,0.734270753484,0.762700923627,0.738307488422,0.769452779738
plus,plus,False,slinear,cubic,none,odd,False,400,0.741349180611,0.748938225031,0.741595515136,0.76994420193
plus,plus,True,slinear,cubic,none,odd,False,400,0.733839194692,0.748361081353,0.74722219182,0.76899300459
plus,plus,False,slinear,cubic,even,none,False,400,0.741725072373,0.759373383695,0.736830434699,0.770379455799
plus,plus,True,slinear,cubic,even,none,False,400,0.734211368705,0.758788533747,0.742415346095,0.769427546237
plus,plus,False,slinear,cubic,even,even,False,400,0.741784212033,0.763290388223,0.732747469423,0.770401512531
plus,plus,True,slinear,cubic,even,even,False,400,0.734270753484,0.762700923627,0.738307488422,0.769452779738
plus,plus,False,slinear,cubic,even,odd,False,400,0.741349180611,0.748938225031,0.741595515136,0.76994420193
plus,plus,True,slinear,cubic,even,odd,False,400,0.733839194692,0.748361081353,0.74722219182,0.76899300459
plus,plus,False,slinear,cubic,odd,none,False,400,0.741725072373,0.759373383695,0.736830434699,0.770379455799
plus,plus,True,slinear,cubic,odd,none,False,400,0.734211368705,0.758788533747,0.742415346095,0.769427546237
plus,plus,False,slinear,cubic,odd,even,False,400,0.741784212033,0.763290388223,0.732747469423,0.770401512531
plus,plus,True,slinear,cubic,odd,even,False,400,0.734270753484,0.762700923627,0.738307488422,0.769452779738
plus,plus,False,slinear,cubic,odd,odd,False,400,0.741349180611,0.748938225031,0.741595515136,0.76994420193
plus,plus,True,slinear,cubic,odd,odd,False,400,0.733839194692,0.748361081353,0.74722219182,0.76899300459
plus,plus,False,quadratic,linear,none,none,False,400,0.741400555376,0.758113667218,0.736787612092,0.770260033059
plus,plus,True,quadratic,linear,none,none,False,400,0.73389030642,0.757529989032,0.742373228452,0.769308935101
plus,plus,False,quadratic,linear,none,even,False,400,0.74073959916,0.761257415546,0.732045827139,0.770156031447
plus,plus,True,quadratic,linear,none,even,False,400,0.733236487308,0.760670509617,0.737602256805,0.769207696308
plus,plus,False,quadratic,linear,none,odd,False,400,0.740498604851,0.749039875815,0.741120164907,0.769782439929
plus,plus,True,quadratic,linear,none,odd,False,400,0.732997584449,0.748463012492,0.746742572362,0.768832281805
plus,plus,False,quadratic,linear,even,none,False,400,0.741400555376,0.758113667218,0.736787612092,0.770260033059
plus,plus,True,quadratic,linear,even,none,False,400,0.73389030642,0.757529989032,0.742373228452,0.769308935101
plus,plus,False,quadratic,linear,even,even,False,400,0.74073959916,0.761257415546,0.732045827139,0.770156031447
plus,plus,True,quadratic,linear,even,even,False,400,0.733236487308,0.760670509617,0.737602256805,0.769207696308
plus,plus,False,quadratic,linear,even,odd,False,400,0.740498604851,0.749039875815,0.741120164907,0.769782439929
plus,plus,True,quadratic,linear,even,odd,False,400,0.732997584449,0.748463012492,0.746742572362,0.768832281805
plus,plus,False,quadratic,linear,odd,none,False,400,0.741400555376,0.758113667218,0.736787612092,0.770260033059
plus,plus,True,quadratic,linear,odd,none,False,400,0.73389030642,0.757529989032,0.742373228452,0.769308935101
plus,plus,False,quadratic,linear,odd,even,False,400,0.74073959916,0.761257415546,0.732045827139,0.770156031447
plus,plus,True,quadratic,linear,odd,even,False,400,0.733236487308,0.760670509617,0.737602256805,0.769207696308
plus,plus,False,quadratic,linear,odd,odd,False,400,0.740498604851,0.749039875815,0.741120164907,0.769782439929
plus,plus,True,quadratic,linear,odd,odd,False,400,0.732997584449,0.748463012492,0.746742572362,0.768832281805
plus,plus,False,quadratic,slinear,none,none,False,400,0.741400555376,0.758113667218,0.736787612092,0.770260033059
plus,plus,True,quadratic,slinear,none,none,False,400,0.73389030642,0.757529989032,0.742373228452,0.769308935101
plus,plus,False,quadratic,slinear,none,even,False,400,0.74073959916,0.761257415546,0.732045827139,0.770156031447
plus,plus,True,quadratic,slinear,none,even,False,400,0.733236487308,0.760670509617,0.737602256805,0.769207696308
plus,plus,False,quadratic,slinear,none,odd,False,400,0.740498604851,0.749039875815,0.741120164907,0.769782439929
plus,plus,True,quadratic,slinear,none,odd,False,400,0.732997584449,0.748463012492,0.746742572362,0.768832281805
plus,plus,False,quadratic,slinear,even,none,False,400,0.741400555376,0.758113667218,0.736787612092,0.770260033059
plus,plus,True,quadratic,slinear,even,none,False,400,0.73389030642,0.757529989032,0.742373228452,0.769308935101
plus,plus,False,quadratic,slinear,even,even,False,400,0.74073959916,0.761257415546,0.732045827139,0.770156031447
plus,plus,True,quadratic,slinear,even,even,False,400,0.733236487308,0.760670509617,0.737602256805,0.769207696308
plus,plus,False,quadratic,slinear,even,odd,False,400,0.740498604851,0.749039875815,0.741120164907,0.769782439929
plus,plus,True,quadratic,slinear,even,odd,False,400,0.732997584449,0.748463012492,0.746742572362,0.768832281805
plus,plus,False,quadratic,slinear,odd,none,False,400,0.741400555376,0.758113667218,0.736787612092,0.770260033059
plus,plus,True,quadratic,slinear,odd,none,False,400,0.73389030642,0.757529989032,0.742373228452,0.769308935101
plus,plus,False,quadratic,slinear,odd,even,False,400,0.74073959916,0.761257415546,0.732045827139,0.770156031447
plus,plus,True,quadratic,slinear,odd,even,False,400,0.733236487308,0.760670509617,0.737602256805,0.769207696308
plus,plus,False,quadratic,slinear,odd,odd,False,400,0.740498604851,0.749039875815,0.741120164907,0.769782439929
plus,plus,True,quadratic,slinear,odd,odd,False,400,0.732997584449,0.748463012492,0.746742572362,0.768832281805
plus,plus,False,quadratic,quadratic,none,none,False,400,0.741696939767,0.759290826033,0.736851917788,0.770368961679
plus,plus,True,quadratic,quadratic,none,none,False,400,0.734183533687,0.758706238249,0.742436453272,0.769417161522
plus,plus,False,quadratic,quadratic,none,even,False,400,0.74159789418,0.763422446432,0.732445120161,0.770452249548
plus,plus,True,quadratic,quadratic,none,even,False,400,0.734086211152,0.762832836989,0.738003446753,0.769503457391
plus,plus,False,quadratic,quadratic,none,odd,False,400,0.741337632143,0.748978706226,0.741604781312,0.769733815936
plus,plus,True,quadratic,quadratic,none,odd,False,400,0.733827813886,0.748401528636,0.747231492939,0.768782710947
plus,plus,False,quadratic,quadratic,even,none,False,400,0.741696939767,0.759290826033,0.736851917788,0.770368961679
plus,plus,True,quadratic,quadratic,even,none,False,400,0.734183533687,0.758706238249,0.742436453272,0.769417161522
plus,plus,False,quadratic,quadratic,even,even,False,400,0.74159789418,0.763422446432,0.732445120161,0.770452249548
plus,plus,True,quadratic,quadratic,even,even,False,400,0.734086211152,0.762832836989,0.738003446753,0.769503457391
plus,plus,False,quadratic,quadratic,even,odd,False,400,0.741337632143,0.748978706226,0.741604781312,0.769733815936
plus,plus,True,quadratic,quadratic,even,odd,False,400,0.733827813886,0.748401528636,0.747231492939,0.768782710947
plus,plus,False,quadratic,quadratic,odd,none,False,400,0.741696939767,0.759290826033,0.736851917788,0.770368961679
plus,plus,True,quadratic,quadratic,odd,none,False,400,0.734183533687,0.758706238249,0.742436453272,0.769417161522
plus,plus,False,quadratic,quadratic,odd,even,False,400,0.74159789418,0.763422446432,0.732445120161,0.770452249548
plus,plus,True,quadratic,quadratic,odd,even,False,400,0.734086211152,0.762832836989,0.738003446753,0.769503457391
plus,plus,False,quadratic,quadratic,odd,odd,False,400,0.741337632143,0.748978706226,0.741604781312,0.769733815936
plus,plus,True,quadratic,quadratic,odd,odd,False,400,0.733827813886,0.748401528636,0.747231492939,0.768782710947
plus,plus,False,quadratic,cubic,none,none,False,400,0.741725072373,0.759373383695,0.736830434699,0.770379455799
plus,plus,True,quadratic,cubic,none,none,False,400,0.734211368705,0.758788533747,0.742415346095,0.769427546237
plus,plus,False,quadratic,cubic,none,even,False,400,0.741784212033,0.763290388223,0.732747469423,0.770401512531
plus,plus,True,quadratic,cubic,none,even,False,400,0.734270753484,0.762700923627,0.738307488422,0.769452779738
plus,plus,False,quadratic,cubic,none,odd,False,400,0.741349180611,0.748938225031,0.741595515136,0.76994420193
plus,plus,True,quadratic,cubic,none,odd,False,400,0.733839194692,0.748361081353,0.74722219182,0.76899300459
plus,plus,False,quadratic,cubic,even,none,False,400,0.741725072373,0.759373383695,0.736830434699,0.770379455799
plus,plus,True,quadratic,cubic,even,none,False,400,0.734211368705,0.758788533747,0.742415346095,0.769427546237
plus,plus,False,quadratic,cubic,even,even,False,400,0.741784212033,0.763290388223,0.732747469423,0.770401512531
plus,plus,True,quadratic,cubic,even,even,False,400,0.734270753484,0.762700923627,0.738307488422,0.769452779738
plus,plus,False,quadratic,cubic,even,odd,False,400,0.741349180611,0.748938225031,0.741595515136,0.76994420193
plus,plus,True,quadratic,cubic,even,odd,False,400,0.733839194692,0.748361081353,0.74722219182,0.76899300459
plus,plus,False,quadratic,cubic,odd,none,False,400,0.741725072373,0.759373383695,0.736830434699,0.770379455799
plus,plus,True,quadratic,cubic,odd,none,False,400,0.734211368705,0.758788533747,0.742415346095,0.769427546237
plus,plus,False,quadratic,cubic,odd,even,False,400,0.741784212033,0.763290388223,0.732747469423,0.770401512531
plus,plus,True,quadratic,cubic,odd,even,False,400,0.734270753484,0.762700923627,0.738307488422,0.769452779738
plus,plus,False,quadratic,cubic,odd,odd,False,400,0.741349180611,0.748938225031,0.741595515136,0.76994420193
plus,plus,True,quadratic,cubic,odd,odd,False,400,0.733839194692,0.748361081353,0.74722219182,0.76899300459
plus,plus,False,cubic,linear,none,none,False,400,0.741400555376,0.758113667218,0.736787612092,0.770260033059
plus,plus,True,cubic,linear,none,none,False,400,0.73389030642,0.757529989032,0.742373228452,0.769308935101
plus,plus,False,cubic,linear,none,even,False,400,0.74073959916,0.761257415546,0.732045827139,0.770156031447
plus,plus,True,cubic,linear,none,even,False,400,0.733236487308,0.760670509617,0.737602256805,0.769207696308
plus,plus,False,cubic,linear,none,odd,False,400,0.740498604851,0.749039875815,0.741120164907,0.769782439929
plus,plus,True,cubic,linear,none,odd,False,400,0.732997584449,0.748463012492,0.746742572362,0.768832281805
plus,plus,False,cubic,linear,even,none,False,400,0.741400555376,0.758113667218,0.736787612092,0.770260033059
plus,plus,True,cubic,linear,even,none,False,400,0.73389030642,0.757529989032,0.742373228452,0.769308935101
plus,plus,False,cubic,linear,even,even,False,400,0.74073959916,0.761257415546,0.732045827139,0.770156031447
plus,plus,True,cubic,linear,even,even,False,400,0.733236487308,0.760670509617,0.737602256805,0.769207696308
plus,plus,False,cubic,linear,even,odd,False,400,0.740498604851,0.749039875815,0.741120164907,0.769782439929
plus,plus,True,cubic,linear,even,odd,False,400,0.732997584449,0.748463012492,0.746742572362,0.768832281805
plus,plus,False,cubic,linear,odd,none,False,400,0.741400555376,0.758113667218,0.736787612092,0.770260033059
plus,plus,True,cubic,linear,odd,none,False,400,0.73389030642,0.757529989032,0.742373228452,0.769308935101
plus,plus,False,cubic,linear,odd,even,False,400,0.74073959916,0.761257415546,0.732045827139,0.770156031447
plus,plus,True,cubic,linear,odd,even,False,400,0.733236487308,0.760670509617,0.737602256805,0.769207696308
plus,plus,False,cubic,linear,odd,odd,False,400,0.740498604851,0.749039875815,0.741120164907,0.769782439929
plus,plus,True,cubic,linear,odd,odd,False,400,0.732997584449,0.748463012492,0.746742572362,0.768832281805
plus,plus,False,cubic,slinear,none,none,False,400,0.741400555376,0.758113667218,0.736787612092,0.770260033059
plus,plus,True,cubic,slinear,none,none,False,400,0.73389030642,0.757529989032,0.742373228452,0.769308935101
plus,plus,False,cubic,slinear,none,even,False,400,0.74073959916,0.761257415546,0.732045827139,0.770156031447
plus,plus,True,cubic,slinear,none,even,False,400,0.733236487308,0.760670509617,0.737602256805,0.769207696308
plus,plus,False,cubic,slinear,none,odd,False,400,0.740498604851,0.749039875815,0.741120164907,0.769782439929
plus,plus,True,cubic,slinear,none,odd,False,400,0.732997584449,0.748463012492,0.746742572362,0.768832281805
plus,plus,False,cubic,slinear,even,none,False,400,0.741400555376,0.758113667218,0.736787612092,0.770260033059
plus,plus,True,cubic,slinear,even,none,False,400,0.73389030642,0.757529989032,0.742373228452,0.769308935101
plus,plus,False,cubic,slinear,even,even,False,400,0.74073959916,0.761257415546,0.732045827139,0.770156031447
plus,plus,True,cubic,slinear,even,even,False,400,0.733236487308,0.760670509617,0.737602256805,0.769207696308
plus,plus,False,cubic,slinear,even,odd,False,400,0.740498604851,0.749039875815,0.741120164907,0.769782439929
plus,plus,True,cubic,slinear,even,odd,False,400,0.732997584449,0.748463012492,0.746742572362,0.768832281805
plus,plus,False,cubic,slinear,odd,none,False,400,0.741400555376,0.758113667218,0.736787612092,0.770260033059
plus,plus,True,cubic,slinear,odd,none,False,400,0.73389030642,0.757529989032,0.742373228452,0.769308935101
plus,plus,False,cubic,slinear,odd,even,False,400,0.74073959916,0.761257415546,0.732045827139,0.770156031447
plus,plus,True,cubic,slinear,odd,even,False,400,0.733236487308,0.760670509617,0.737602256805,0.769207696308
plus,plus,False,cubic,slinear,odd,odd,False,400,0.740498604851,0.749039875815,0.741120164907,0.769782439929
plus,plus,True,cubic,slinear,odd,odd,False,400,0.732997584449,0.748463012492,0.746742572362,0.768832281805
plus,plus,False,cubic,quadratic,none,none,False,400,0.741696939767,0.759290826033,0.736851917788,0.770368961679
plus,plus,True,cubic,quadratic,none,none,False,400,0.734183533687,0.758706238249,0.742436453272,0.769417161522
plus,plus,False,cubic,quadratic,none,even,False,400,0.74159789418,0.763422446432,0.732445120161,0.770452249548
plus,plus,True,cubic,quadratic,none,even,False,400,0.734086211152,0.762832836989,0.738003446753,0.769503457391
plus,plus,False,cubic,quadratic,none,odd,False,400,0.741337632143,0.748978706226,0.741604781312,0.769733815936
plus,plus,True,cubic,quadratic,none,odd,False,400,0.733827813886,0.748401528636,0.747231492939,0.768782710947
plus,plus,False,cubic,quadratic,even,none,False,400,0.741696939767,0.759290826033,0.736851917788,0.770368961679
plus,plus,True,cubic,quadratic,even,none,False,400,0.734183533687,0.758706238249,0.742436453272,0.769417161522
plus,plus,False,cubic,quadratic,even,even,False,400,0.74159789418,0.763422446432,0.732445120161,0.770452249548
plus,plus,True,cubic,quadratic,even,even,False,400,0.734086211152,0.762832836989,0.738003446753,0.769503457391
plus,plus,False,cubic,quadratic,even,odd,False,400,0.741337632143,0.748978706226,0.741604781312,0.769733815936
plus,plus,True,cubic,quadratic,even,odd,False,400,0.733827813886,0.748401528636,0.747231492939,0.768782710947
plus,plus,False,cubic,quadratic,odd,none,False,400,0.741696939767,0.759290826033,0.736851917788,0.770368961679
plus,plus,True,cubic,quadratic,odd,none,False,400,0.734183533687,0.758706238249,0.742436453272,0.769417161522
plus,plus,False,cubic,quadratic,odd,even,False,400,0.74159789418,0.763422446432,0.732445120161,0.770452249548
plus,plus,True,cubic,quadratic,odd,even,False,400,0.734086211152,0.762832836989,0.738003446753,0.769503457391
plus,plus,False,cubic,quadratic,odd,odd,False,400,0.741337632143,0.748978706226,0.741604781312,0.769733815936
plus,plus,True,cubic,quadratic,odd,odd,False,400,0.733827813886,0.748401528636,0.747231492939,0.768782710947
plus,plus,False,cubic,cubic,none,none,False,400,0.741725072373,0.759373383695,0.736830434699,0.770379455799
plus,plus,True,cubic,cubic,none,none,False,400,0.734211368705,0.758788533747,0.742415346095,0.769427546237
plus,plus,False,cubic,cubic,none,even,False,400,0.741784212033,0.763290388223,0.732747469423,0.770401512531
plus,plus,True,cubic,cubic,none,even,False,400,0.734270753484,0.762700923627,0.738307488422,0.769452779738
plus,plus,False,cubic,cubic,none,odd,False,400,0.741349180611,0.748938225031,0.741595515136,0.76994420193
plus,plus,True,cubic,cubic,none,odd,False,400,0.733839194692,0.748361081353,0.74722219182,0.76899300459
plus,plus,False,cubic,cubic,even,none,False,400,0.741725072373,0.759373383695,0.736830434699,0.770379455799
plus,plus,True,cubic,cubic,even,none,False,400,0.734211368705,0.758788533747,0.742415346095,0.769427546237
plus,plus,False,cubic,cubic,even,even,False,400,0.741784212033,0.763290388223,0.732747469423,0.770401512531
plus,plus,True,cubic,cubic,even,even,False,400,0.734270753484,0.762700923627,0.738307488422,0.769452779738
plus,plus,False,cubic,cubic,even,odd,False,400,0.741349180611,0.748938225031,0.741595515136,0.76994420193
plus,plus,True,cubic,cubic,even,odd,False,400,0.733839194692,0.748361081353,0.74722219182,0.76899300459
plus,plus,False,cubic,cubic,odd,none,False,400,0.741725072373,0.759373383695,0.736830434699,0.770379455799
plus,plus,True,cubic,cubic,odd,none,False,400,0.734211368705,0.758788533747,0.742415346095,0.769427546237
plus,plus,False,cubic,cubic,odd,even,False,400,0.741784212033,0.763290388223,0.732747469423,0.770401512531
plus,plus,True,cubic,cubic,odd,even,False,400,0.734270753484,0.762700923627,0.738307488422,0.769452779738
plus,plus,False,cubic,cubic,odd,odd,False,400,0.741349180611,0.748938225031,0.741595515136,0.76994420193
plus,plus,True,cubic,cubic,odd,odd,False,400,0.733839194692,0.748361081353,0.74722219182,0.76899300459
plus,plus,False,linear,linear,none,none,False,400,0.733542591592,0.758294733054,0.745592182553,0.774249076409
plus,plus,True,linear,linear,none,none,False,400,0.725957561936,0.757660491896,0.7512877644,0.773425018698
plus,plus,False,linear,linear,none,even,False,400,0.732884772794,0.76143866114,0.740796677172,0.774145487562
plus,plus,True,linear,linear,none,even,False,400,0.725306890313,0.760800887368,0.74646241818,0.773324280696
plus,plus,False,linear,linear,none,odd,False,400,0.732655608553,0.749219125292,0.749971662722,0.77376708854
plus,plus,True,linear,linear,none,odd,False,400,0.725079932323,0.748592387809,0.755704702535,0.772943798677
plus,plus,False,linear,linear,even,none,False,400,0.733542591592,0.758294733054,0.745592182553,0.774249076409
plus,plus,True,linear,linear,even,none,False,400,0.725957561936,0.757660491896,0.7512877644,0.773425018698
plus,plus,False,linear,linear,even,even,False,400,0.732884772794,0.76143866114,0.740796677172,0.774145487562
plus,plus,True,linear,linear,even,even,False,400,0.725306890313,0.760800887368,0.74646241818,0.773324280696
plus,plus,False,linear,linear,even,odd,False,400,0.732655608553,0.749219125292,0.749971662722,0.77376708854
plus,plus,True,linear,linear,even,odd,False,400,0.725079932323,0.748592387809,0.755704702535,0.772943798677
plus,plus,False,linear,linear,odd,none,False,400,0.733542591592,0.758294733054,0.745592182553,0.774249076409
plus,plus,True,linear,linear,odd,none,False,400,0.725957561936,0.757660491896,0.7512877644,0.773425018698
plus,plus,False,linear,linear,odd,even,False,400,0.732884772794,0.76143866114,0.740796677172,0.774145487562
plus,plus,True,linear,linear,odd,even,False,400,0.725306890313,0.760800887368,0.74646241818,0.773324280696
plus,plus,False,linear,linear,odd,odd,False,400,0.732655608553,0.749219125292,0.749971662722,0.77376708854
plus,plus,True,linear,linear,odd,odd,False,400,0.725079932323,0.748592387809,0.755704702535,0.772943798677
plus,plus,False,linear,slinear,none,none,False,400,0.733542591592,0.758294733054,0.745592182553,0.774249076409
plus,plus,True,linear,slinear,none,none,False,400,0.725957561936,0.757660491896,0.7512877644,0.773425018698
plus,plus,False,linear,slinear,none,even,False,400,0.732884772794,0.76143866114,0.740796677172,0.774145487562
plus,plus,True,linear,slinear,none,even,False,400,0.725306890313,0.760800887368,0.74646241818,0.773324280696
plus,plus,False,linear,slinear,none,odd,False,400,0.732655608553,0.749219125292,0.749971662722,0.77376708854
plus,plus,True,linear,slinear,none,odd,False,400,0.725079932323,0.748592387809,0.755704702535,0.772943798677
plus,plus,False,linear,slinear,even,none,False,400,0.733542591592,0.758294733054,0.745592182553,0.774249076409
plus,plus,True,linear,slinear,even,none,False,400,0.725957561936,0.757660491896,0.7512877644,0.773425018698
plus,plus,False,linear,slinear,even,even,False,400,0.732884772794,0.76143866114,0.740796677172,0.774145487562
plus,plus,True,linear,slinear,even,even,False,400,0.725306890313,0.760800887368,0.74646241818,0.773324280696
plus,plus,False,linear,slinear,even,odd,False,400,0.732655608553,0.749219125292,0.749971662722,0.77376708854
plus,plus,True,linear,slinear,even,odd,False,400,0.725079932323,0.748592387809,0.755704702535,0.772943798677
plus,plus,False,linear,slinear,odd,none,False,400,0.733542591592,0.758294733054,0.745592182553,0.774249076409
plus,plus,True,linear,slinear,odd,none,False,400,0.725957561936,0.757660491896,0.7512877644,0.773425018698
plus,plus,False,linear,slinear,odd,even,False,400,0.732884772794,0.76143866114,0.740796677172,0.774145487562
plus,plus,True,linear,slinear,odd,even,False,400,0.725306890313,0.760800887368,0.74646241818,0.773324280696
plus,plus,False,linear,slinear,odd,odd,False,400,0.732655608553,0.749219125292,0.749971662722,0.77376708854
plus,plus,True,linear,slinear,odd,odd,False,400,0.725079932323,0.748592387809,0.755704702535,0.772943798677
plus,plus,False,linear,quadratic,none,none,False,400,0.733835564092,0.75947221609,0.745657526491,0.77435875966
plus,plus,True,linear,quadratic,none,none,False,400,0.726247351045,0.758836987708,0.751352027278,0.773534013471
